Hugo_Symbol	Frame_Shift_Del	Frame_Shift_Ins	In_Frame_Del	In_Frame_Ins	Missense_Mutation	Nonsense_Mutation	Nonstop_Mutation	Splice_Site	total	MutatedSamples	AlteredSamples
NCL	0	0	0	0	1	0	0	0	1	1	1
NCOA3	0	0	0	0	1	0	0	0	1	1	1
NCOA7	0	0	0	0	1	0	0	0	1	1	1
NCOR1	0	0	0	0	1	0	0	0	1	1	1
NCOR2	1	0	0	0	0	0	0	0	1	1	1
NF1	0	0	0	0	0	1	0	0	1	1	1
NFE2L1	1	0	0	0	0	0	0	0	1	1	1
NFKBIZ	0	0	0	0	0	0	0	1	1	1	1
NGEF	0	0	0	0	1	0	0	0	1	1	1
NIPBL	1	0	0	0	0	0	0	0	1	1	1
NKX1-2	0	0	0	0	1	0	0	0	1	1	1
NKX2-1	0	0	0	0	1	0	0	0	1	1	1
NKX3-2	0	0	0	0	1	0	0	0	1	1	1
NLGN3	1	0	0	0	0	0	0	0	1	1	1
NLRC5	0	0	0	0	1	0	0	0	1	1	1
NLRP11	0	0	0	0	1	0	0	0	1	1	1
NLRP5	0	0	0	0	1	0	0	0	1	1	1
NME3	0	0	0	0	1	0	0	0	1	1	1
NOP56	0	0	0	0	1	0	0	0	1	1	1
NPAP1	0	0	0	0	1	0	0	0	1	1	1
NPAS3	0	0	0	0	1	0	0	0	1	1	1
NPEPPS	0	0	0	0	1	0	0	0	1	1	1
NPIPB6	0	0	0	0	1	0	0	0	1	1	1
NPSR1	0	0	0	0	1	0	0	0	1	1	1
NR2F1	0	0	0	0	1	0	0	0	1	1	1
NR4A2	0	0	0	0	0	1	0	0	1	1	1
NREP	0	0	0	0	1	0	0	0	1	1	1
NT5C3A	0	0	0	0	1	0	0	0	1	1	1
NTF3	0	0	0	0	1	0	0	0	1	1	1
NUTM2B	0	0	0	0	1	0	0	0	1	1	1
OR10H1	0	0	0	0	1	0	0	0	1	1	1
OR10T2	0	0	0	0	1	0	0	0	1	1	1
OR11H12	0	0	0	0	1	0	0	0	1	1	1
OR2L8	0	0	0	0	1	0	0	0	1	1	1
OR2T33	0	0	0	0	1	0	0	0	1	1	1
OR52D1	0	0	0	0	1	0	0	0	1	1	1
OR5D18	0	0	0	0	1	0	0	0	1	1	1
OR7A10	0	0	0	0	1	0	0	0	1	1	1
OR8G2P	0	0	0	0	1	0	0	0	1	1	1
OS9	0	0	0	0	1	0	0	0	1	1	1
OSBPL8	1	0	0	0	0	0	0	0	1	1	1
OTOG	0	0	0	0	1	0	0	0	1	1	1
P3H2	0	0	0	0	1	0	0	0	1	1	1
PABPC1	0	0	0	0	0	0	0	1	1	1	1
PALB2	0	0	0	0	1	0	0	0	1	1	1
PAPOLA	0	0	0	0	1	0	0	0	1	1	1
PARD3B	1	0	0	0	0	0	0	0	1	1	1
PARP8	0	0	0	0	1	0	0	0	1	1	1
PARP9	0	0	0	0	1	0	0	0	1	1	1
PCDHA1	0	0	0	0	1	0	0	0	1	1	1
PCDHA10	0	0	0	0	1	0	0	0	1	1	1
PCDHA3	0	0	0	0	1	0	0	0	1	1	1
PCDHA5	0	0	0	0	1	0	0	0	1	1	1
PCDHB12	0	0	0	0	1	0	0	0	1	1	1
PCDHB5	0	0	0	0	1	0	0	0	1	1	1
PCDHB7	0	0	0	0	1	0	0	0	1	1	1
PCNX1	0	0	0	0	1	0	0	0	1	1	1
PDGFRA	0	0	0	0	1	0	0	0	1	1	1
PDZD3	1	0	0	0	0	0	0	0	1	1	1
PDZD7	0	0	0	0	1	0	0	0	1	1	1
PER1	0	0	0	0	1	0	0	0	1	1	1
PER3	0	0	0	0	1	0	0	0	1	1	1
PEX5L	0	0	0	0	1	0	0	0	1	1	1
PGM5	0	0	0	0	1	0	0	0	1	1	1
PIK3R5	0	0	0	0	1	0	0	0	1	1	1
PINK1	0	0	0	0	1	0	0	0	1	1	1
PIP5K1A	0	0	0	0	1	0	0	0	1	1	1
PKHD1	0	0	0	0	1	0	0	0	1	1	1
PLA2G4C	0	0	0	0	0	1	0	0	1	1	1
PLAU	1	0	0	0	0	0	0	0	1	1	1
PLEKHA6	0	0	0	0	1	0	0	0	1	1	1
PLIN4	0	0	0	0	1	0	0	0	1	1	1
PLOD1	0	0	0	0	1	0	0	0	1	1	1
PLPP4	0	0	0	0	1	0	0	0	1	1	1
PLXDC2	0	0	0	0	1	0	0	0	1	1	1
PLXNA3	1	0	0	0	0	0	0	0	1	1	1
PMS2	0	0	0	0	1	0	0	0	1	1	1
PNKP	0	0	0	0	1	0	0	0	1	1	1
PNPLA2	0	1	0	0	0	0	0	0	1	1	1
PNPLA5	0	0	0	0	0	1	0	0	1	1	1
POLD1	0	0	0	0	1	0	0	0	1	1	1
POLD3	0	1	0	0	0	0	0	0	1	1	1
POTEC	0	0	0	0	1	0	0	0	1	1	1
POTEE	0	0	0	0	1	0	0	0	1	1	1
POTEH	0	0	0	0	1	0	0	0	1	1	1
POU1F1	0	0	0	0	1	0	0	0	1	1	1
PPEF2	0	0	0	0	1	0	0	0	1	1	1
PPP6R1	0	0	0	0	0	0	0	1	1	1	1
PRAMEF2	0	0	0	0	1	0	0	0	1	1	1
PRB4	0	0	0	0	1	0	0	0	1	1	1
PRDM15	0	0	0	0	1	0	0	0	1	1	1
PRDM2	0	0	0	0	1	0	0	0	1	1	1
PRDM8	1	0	0	0	0	0	0	0	1	1	1
PREPL	0	0	0	0	1	0	0	0	1	1	1
PRKAR1A	0	0	0	0	1	0	0	0	1	1	1
PRLR	0	0	0	0	1	0	0	0	1	1	1
PRM3	0	0	0	0	1	0	0	0	1	1	1
PROM2	0	0	0	0	1	0	0	0	1	1	1
PROSER1	0	0	0	0	1	0	0	0	1	1	1
PROSER2	1	0	0	0	0	0	0	0	1	1	1
PRPF38A	0	0	0	0	1	0	0	0	1	1	1
PRR29	0	0	1	0	0	0	0	0	1	1	1
PRRC2C	0	0	1	0	0	0	0	0	1	1	1
PRRT2	1	0	0	0	0	0	0	0	1	1	1
PRSS3	1	0	0	0	0	0	0	0	1	1	1
PRUNE2	0	0	0	0	0	1	0	0	1	1	1
PSG6	0	0	0	0	1	0	0	0	1	1	1
PSTPIP2	0	0	0	0	0	1	0	0	1	1	1
PTDSS1	0	0	0	0	0	1	0	0	1	1	1
PTOV1	0	0	0	0	1	0	0	0	1	1	1
PTPRM	0	0	0	0	1	0	0	0	1	1	1
PTPRO	0	0	0	0	1	0	0	0	1	1	1
PWP1	0	0	0	0	1	0	0	0	1	1	1
PXDN	0	0	0	0	0	1	0	0	1	1	1
PXDNL	0	0	0	0	1	0	0	0	1	1	1
PXK	0	0	0	0	1	0	0	0	1	1	1
R3HDM4	0	0	0	0	1	0	0	0	1	1	1
RAB2B	0	0	0	0	1	0	0	0	1	1	1
RAB34	0	0	0	0	1	0	0	0	1	1	1
RAB37	0	0	0	0	1	0	0	0	1	1	1
RABL6	0	0	1	0	0	0	0	0	1	1	1
RADIL	0	0	0	0	1	0	0	0	1	1	1
RAI1	0	0	0	0	1	0	0	0	1	1	1
RALGAPA1	0	0	0	0	1	0	0	0	1	1	1
RALGAPB	0	0	0	0	0	1	0	0	1	1	1
RANBP10	0	0	1	0	0	0	0	0	1	1	1
RANBP2	0	0	0	0	1	0	0	0	1	1	1
RAPH1	0	0	0	0	1	0	0	0	1	1	1
RASA1	0	0	0	0	1	0	0	0	1	1	1
RASGEF1B	0	1	0	0	0	0	0	0	1	1	1
RBM39	0	0	0	0	1	0	0	0	1	1	1
RBM45	1	0	0	0	0	0	0	0	1	1	1
RBMX	0	0	0	0	1	0	0	0	1	1	1
RBMXL1	0	0	0	0	1	0	0	0	1	1	1
RECQL	0	0	0	0	1	0	0	0	1	1	1
RELN	0	0	0	0	1	0	0	0	1	1	1
REN	0	0	0	0	1	0	0	0	1	1	1
RERE	0	0	0	0	1	0	0	0	1	1	1
REXO1	0	0	0	0	1	0	0	0	1	1	1
REXO5	1	0	0	0	0	0	0	0	1	1	1
RFPL1	0	0	0	0	1	0	0	0	1	1	1
RFPL3	0	0	0	0	1	0	0	0	1	1	1
RHD	0	0	0	0	1	0	0	0	1	1	1
RHOBTB2	0	0	1	0	0	0	0	0	1	1	1
RHPN1	0	0	0	0	1	0	0	0	1	1	1
RIMBP3	1	0	0	0	0	0	0	0	1	1	1
RNF145	0	0	0	0	1	0	0	0	1	1	1
RNF20	0	0	0	0	1	0	0	0	1	1	1
ROBO4	0	0	0	0	1	0	0	0	1	1	1
ROM1	0	1	0	0	0	0	0	0	1	1	1
RP1L1	0	0	0	0	0	1	0	0	1	1	1
RPL10L	0	0	0	0	0	1	0	0	1	1	1
RPL17	0	0	1	0	0	0	0	0	1	1	1
RPS27L	0	0	0	0	1	0	0	0	1	1	1
RPS3A	1	0	0	0	0	0	0	0	1	1	1
RPS6KL1	0	0	0	0	1	0	0	0	1	1	1
RPTN	0	0	1	0	0	0	0	0	1	1	1
RTTN	0	0	1	0	0	0	0	0	1	1	1
RYR2	0	1	0	0	0	0	0	0	1	1	1
SAA1	0	0	0	0	1	0	0	0	1	1	1
SAR1B	0	0	0	0	1	0	0	0	1	1	1
SCAF1	0	0	1	0	0	0	0	0	1	1	1
SCAF11	1	0	0	0	0	0	0	0	1	1	1
SCAF4	0	0	0	0	0	1	0	0	1	1	1
SCIMP	1	0	0	0	0	0	0	0	1	1	1
SCIN	0	0	0	0	1	0	0	0	1	1	1
SCOC	0	0	0	0	1	0	0	0	1	1	1
SDC4	0	0	0	0	1	0	0	0	1	1	1
SDF4	0	0	0	0	1	0	0	0	1	1	1
SDK1	1	0	0	0	0	0	0	0	1	1	1
SEC14L5	0	0	0	0	1	0	0	0	1	1	1
SEL1L2	0	0	0	0	1	0	0	0	1	1	1
SEMA3G	0	0	0	0	1	0	0	0	1	1	1
SEMA4F	1	0	0	0	0	0	0	0	1	1	1
SERPINB6	0	0	0	0	1	0	0	0	1	1	1
SETD1A	0	0	0	0	1	0	0	0	1	1	1
SETD6	0	0	0	0	1	0	0	0	1	1	1
SFT2D2	0	0	0	0	0	1	0	0	1	1	1
SGIP1	0	0	1	0	0	0	0	0	1	1	1
SH2B1	0	0	0	0	1	0	0	0	1	1	1
SH2D3C	0	0	0	0	1	0	0	0	1	1	1
SIPA1L1	0	0	0	0	1	0	0	0	1	1	1
SKIDA1	1	0	0	0	0	0	0	0	1	1	1
SLC25A2	1	0	0	0	0	0	0	0	1	1	1
SLC2A2	0	0	1	0	0	0	0	0	1	1	1
SLC2A7	0	0	0	0	1	0	0	0	1	1	1
SLC35F5	1	0	0	0	0	0	0	0	1	1	1
SLC38A10	1	0	0	0	0	0	0	0	1	1	1
SLC38A5	0	0	0	0	1	0	0	0	1	1	1
SLC44A1	0	0	0	0	1	0	0	0	1	1	1
SLC5A10	0	0	0	0	1	0	0	0	1	1	1
SLC5A3	1	0	0	0	0	0	0	0	1	1	1
SLC5A4	0	0	0	0	1	0	0	0	1	1	1
SLCO2B1	0	0	0	0	1	0	0	0	1	1	1
SMAD4	0	0	0	0	1	0	0	0	1	1	1
SMARCA1	0	0	0	0	1	0	0	0	1	1	1
SMARCA5	0	0	0	0	1	0	0	0	1	1	1
SMG1	0	0	0	0	1	0	0	0	1	1	1
SNED1	0	0	0	0	1	0	0	0	1	1	1
SNX2	0	0	0	0	1	0	0	0	1	1	1
SNX7	0	0	0	0	1	0	0	0	1	1	1
SPAG1	0	0	0	0	1	0	0	0	1	1	1
SPAG8	1	0	0	0	0	0	0	0	1	1	1
SPATA1	0	0	0	0	1	0	0	0	1	1	1
SPATA31C2	0	0	0	0	1	0	0	0	1	1	1
SPEN	0	0	0	0	1	0	0	0	1	1	1
SPG11	0	0	0	0	1	0	0	0	1	1	1
SPG7	0	0	0	0	1	0	0	0	1	1	1
SPINK5	0	0	0	0	1	0	0	0	1	1	1
SPTBN4	0	0	0	0	1	0	0	0	1	1	1
SPTLC1	0	0	0	0	1	0	0	0	1	1	1
SREBF2	0	0	0	0	1	0	0	0	1	1	1
SRPK3	1	0	0	0	0	0	0	0	1	1	1
SRSF1	1	0	0	0	0	0	0	0	1	1	1
SSC5D	0	0	1	0	0	0	0	0	1	1	1
SSH2	1	0	0	0	0	0	0	0	1	1	1
SSPO	0	0	0	0	1	0	0	0	1	1	1
STAC3	0	0	0	0	1	0	0	0	1	1	1
STAT5A	0	0	0	0	1	0	0	0	1	1	1
STX1B	0	0	0	0	1	0	0	0	1	1	1
STYX	0	0	0	0	1	0	0	0	1	1	1
SUN1	0	0	0	0	1	0	0	0	1	1	1
SUPT7L	0	0	1	0	0	0	0	0	1	1	1
SYCP1	1	0	0	0	0	0	0	0	1	1	1
SYNCRIP	0	0	0	0	1	0	0	0	1	1	1
SYNDIG1L	0	0	0	0	1	0	0	0	1	1	1
SYNJ2	1	0	0	0	0	0	0	0	1	1	1
SYNRG	1	0	0	0	0	0	0	0	1	1	1
TACR2	1	0	0	0	0	0	0	0	1	1	1
TAF1	0	0	0	0	1	0	0	0	1	1	1
TAF1C	0	0	0	0	0	1	0	0	1	1	1
TBC1D2B	0	0	0	0	0	1	0	0	1	1	1
TBCD	0	0	0	0	1	0	0	0	1	1	1
TBR1	0	0	0	0	1	0	0	0	1	1	1
TCF3	0	0	0	0	1	0	0	0	1	1	1
TDGF1	0	0	0	0	1	0	0	0	1	1	1
TELO2	1	0	0	0	0	0	0	0	1	1	1
TERB1	0	0	0	0	1	0	0	0	1	1	1
TEX2	0	0	0	0	1	0	0	0	1	1	1
TFAP2A	0	0	0	0	1	0	0	0	1	1	1
THAP7	0	0	0	0	1	0	0	0	1	1	1
THBS4	0	0	0	0	1	0	0	0	1	1	1
THRAP3	0	0	1	0	0	0	0	0	1	1	1
THSD7A	0	0	0	0	1	0	0	0	1	1	1
THUMPD2	1	0	0	0	0	0	0	0	1	1	1
TIMM44	1	0	0	0	0	0	0	0	1	1	1
TIMM50	0	0	0	0	1	0	0	0	1	1	1
TJP1	0	0	0	0	1	0	0	0	1	1	1
TLE4	0	0	0	0	1	0	0	0	1	1	1
TLN2	1	0	0	0	0	0	0	0	1	1	1
TM7SF2	0	0	0	0	1	0	0	0	1	1	1
TM9SF4	0	0	0	0	1	0	0	0	1	1	1
TMCC3	0	0	0	0	1	0	0	0	1	1	1
TMEFF2	0	0	0	0	0	1	0	0	1	1	1
TMEM126B	0	0	0	0	1	0	0	0	1	1	1
TMEM131	0	0	1	0	0	0	0	0	1	1	1
TMEM132C	0	0	0	0	1	0	0	0	1	1	1
TMEM139	0	0	0	0	1	0	0	0	1	1	1
TMEM184B	0	0	0	0	1	0	0	0	1	1	1
TMEM185B	0	0	0	0	1	0	0	0	1	1	1
TMEM199	0	0	0	0	1	0	0	0	1	1	1
TMIGD2	0	0	0	0	1	0	0	0	1	1	1
TMX3	0	0	0	0	0	1	0	0	1	1	1
TNFRSF11A	0	0	0	0	0	1	0	0	1	1	1
TNKS1BP1	0	0	0	0	1	0	0	0	1	1	1
TNN	1	0	0	0	0	0	0	0	1	1	1
TNRC18	0	0	0	0	1	0	0	0	1	1	1
TOM1	0	0	0	0	1	0	0	0	1	1	1
TOP1MT	0	0	0	0	1	0	0	0	1	1	1
TP53	0	0	0	0	0	1	0	0	1	1	1
TP53TG3D	0	0	0	0	1	0	0	0	1	1	1
TPH1	0	0	0	0	1	0	0	0	1	1	1
TPO	0	0	0	0	0	1	0	0	1	1	1
TRAPPC8	0	0	0	0	0	1	0	0	1	1	1
TRDN	0	0	0	0	1	0	0	0	1	1	1
TRIM29	0	0	0	0	1	0	0	0	1	1	1
TRPC4	0	0	0	0	1	0	0	0	1	1	1
TSC1	0	0	0	0	1	0	0	0	1	1	1
TSPAN32	0	0	0	0	1	0	0	0	1	1	1
TTC14	0	0	0	0	0	0	0	1	1	1	1
TTC24	0	0	0	0	1	0	0	0	1	1	1
TTC3	0	0	0	0	1	0	0	0	1	1	1
TTLL3	0	0	0	0	1	0	0	0	1	1	1
TTLL5	1	0	0	0	0	0	0	0	1	1	1
TTN	0	0	0	0	1	0	0	0	1	1	1
TULP2	0	0	0	0	1	0	0	0	1	1	1
TYMSOS	0	0	0	0	1	0	0	0	1	1	1
UBASH3A	0	0	0	0	1	0	0	0	1	1	1
UBE2O	1	0	0	0	0	0	0	0	1	1	1
UBR4	0	0	0	0	1	0	0	0	1	1	1
UGT1A1	0	0	0	0	1	0	0	0	1	1	1
UGT1A8	1	0	0	0	0	0	0	0	1	1	1
UNC93A	0	0	0	0	1	0	0	0	1	1	1
USH1C	0	0	0	0	1	0	0	0	1	1	1
USP25	0	0	0	0	1	0	0	0	1	1	1
USP40	0	1	0	0	0	0	0	0	1	1	1
UTRN	0	0	0	0	1	0	0	0	1	1	1
VASP	0	0	0	0	1	0	0	0	1	1	1
VILL	0	0	0	0	0	0	0	1	1	1	1
VPS29	0	0	1	0	0	0	0	0	1	1	1
VPS36	0	0	0	0	1	0	0	0	1	1	1
VRK2	0	0	1	0	0	0	0	0	1	1	1
VSIG2	0	0	0	0	1	0	0	0	1	1	1
WASF2	0	0	1	0	0	0	0	0	1	1	1
WBP11	1	0	0	0	0	0	0	0	1	1	1
WDR59	0	0	0	0	1	0	0	0	1	1	1
WDR87	0	0	1	0	0	0	0	0	1	1	1
WIPF3	0	0	0	0	1	0	0	0	1	1	1
XAB2	1	0	0	0	0	0	0	0	1	1	1
XPOT	1	0	0	0	0	0	0	0	1	1	1
YIPF4	0	0	0	0	0	1	0	0	1	1	1
YWHAZ	0	0	0	0	1	0	0	0	1	1	1
ZBTB17	0	0	0	0	0	0	0	1	1	1	1
ZC3H4	0	0	0	0	1	0	0	0	1	1	1
ZDHHC11	0	0	0	0	1	0	0	0	1	1	1
ZDHHC14	0	0	0	0	1	0	0	0	1	1	1
ZFHX3	0	0	0	0	1	0	0	0	1	1	1
ZFYVE1	0	0	1	0	0	0	0	0	1	1	1
ZFYVE26	0	0	0	0	0	0	0	1	1	1	1
ZKSCAN7	0	0	1	0	0	0	0	0	1	1	1
ZMYM5	0	0	0	0	1	0	0	0	1	1	1
ZNF141	0	0	0	0	1	0	0	0	1	1	1
ZNF184	0	0	0	0	1	0	0	0	1	1	1
ZNF417	0	0	0	0	1	0	0	0	1	1	1
ZNF469	0	0	0	0	1	0	0	0	1	1	1
ZNF480	0	0	0	0	0	1	0	0	1	1	1
ZNF491	0	0	0	0	1	0	0	0	1	1	1
ZNF530	0	0	0	0	1	0	0	0	1	1	1
ZNF560	0	0	0	0	1	0	0	0	1	1	1
ZNF570	0	0	0	0	1	0	0	0	1	1	1
ZNF578	0	0	0	0	1	0	0	0	1	1	1
ZNF598	0	0	1	0	0	0	0	0	1	1	1
ZNF608	0	0	1	0	0	0	0	0	1	1	1
ZNF638	0	0	0	0	1	0	0	0	1	1	1
ZNF672	0	0	0	0	1	0	0	0	1	1	1
ZNF679	0	0	0	0	0	1	0	0	1	1	1
ZNF718	0	0	0	0	0	0	0	1	1	1	1
ZNF765	0	0	0	0	1	0	0	0	1	1	1
ZNF804B	0	0	0	0	1	0	0	0	1	1	1
ZNF821	0	0	0	0	1	0	0	0	1	1	1
ZNF831	0	1	0	0	0	0	0	0	1	1	1
ZNF850	0	0	0	0	1	0	0	0	1	1	1
ZP3	0	0	0	0	1	0	0	0	1	1	1
ZP4	0	0	0	0	1	0	0	0	1	1	1
ZSWIM2	0	0	0	0	1	0	0	0	1	1	1
ZSWIM8	1	0	0	0	0	0	0	0	1	1	1
ZXDB	0	0	0	0	1	0	0	0	1	1	1
ZYG11A	0	0	0	0	1	0	0	0	1	1	1
