Hugo_Symbol	Frame_Shift_Del	Frame_Shift_Ins	In_Frame_Del	In_Frame_Ins	Missense_Mutation	Nonsense_Mutation	Nonstop_Mutation	Splice_Site	total	MutatedSamples	AlteredSamples
PTK7	0	0	0	0	1	0	0	0	1	1	1
PTPRO	0	0	0	0	1	0	0	0	1	1	1
PXDNL	0	0	0	0	1	0	0	0	1	1	1
PXK	0	0	0	0	1	0	0	0	1	1	1
QSER1	0	0	0	0	1	0	0	0	1	1	1
RAB37	0	0	0	0	1	0	0	0	1	1	1
RAB4B	0	0	0	0	0	1	0	0	1	1	1
RADIL	0	0	0	0	1	0	0	0	1	1	1
RAI1	0	0	0	0	1	0	0	0	1	1	1
RANBP2	0	0	0	0	1	0	0	0	1	1	1
RAPGEFL1	0	0	0	0	1	0	0	0	1	1	1
RAPH1	0	0	0	0	1	0	0	0	1	1	1
RASA1	0	0	0	0	1	0	0	0	1	1	1
RBBP8	0	1	0	0	0	0	0	0	1	1	1
RBFOX3	0	0	0	0	1	0	0	0	1	1	1
RBM15	0	0	0	0	0	0	0	1	1	1	1
RBMXL1	0	1	0	0	0	0	0	0	1	1	1
RELN	0	0	0	0	1	0	0	0	1	1	1
RERE	0	0	0	0	1	0	0	0	1	1	1
RFPL3	0	0	0	0	1	0	0	0	1	1	1
RHPN1	0	0	0	0	1	0	0	0	1	1	1
RIMS4	0	0	0	0	1	0	0	0	1	1	1
RNF145	0	1	0	0	0	0	0	0	1	1	1
RNF213	0	0	0	0	1	0	0	0	1	1	1
RPL9	1	0	0	0	0	0	0	0	1	1	1
RPS27L	0	0	0	0	1	0	0	0	1	1	1
RPS6KL1	0	0	0	0	1	0	0	0	1	1	1
RRM1	1	0	0	0	0	0	0	0	1	1	1
RRN3	1	0	0	0	0	0	0	0	1	1	1
RRP12	0	0	1	0	0	0	0	0	1	1	1
RTN2	1	0	0	0	0	0	0	0	1	1	1
SAA1	0	0	0	0	1	0	0	0	1	1	1
SAFB2	1	0	0	0	0	0	0	0	1	1	1
SAMD9L	0	0	0	0	1	0	0	0	1	1	1
SAR1B	1	0	0	0	0	0	0	0	1	1	1
SBNO2	0	0	0	0	1	0	0	0	1	1	1
SCARB2	0	0	0	0	1	0	0	0	1	1	1
SCIMP	0	0	0	0	1	0	0	0	1	1	1
SCN8A	0	0	0	0	1	0	0	0	1	1	1
SCOC	0	0	0	0	1	0	0	0	1	1	1
SDC4	0	0	0	0	1	0	0	0	1	1	1
SDCCAG3	0	0	0	0	1	0	0	0	1	1	1
SDF4	1	0	0	0	0	0	0	0	1	1	1
SEC14L5	0	0	0	0	1	0	0	0	1	1	1
SEMA3G	0	0	0	0	1	0	0	0	1	1	1
SEMA5A	0	0	0	0	1	0	0	0	1	1	1
SERPINB3	0	0	1	0	0	0	0	0	1	1	1
SERPINE1	0	0	0	0	1	0	0	0	1	1	1
SETD5	0	0	0	0	1	0	0	0	1	1	1
SEZ6L	0	0	0	0	1	0	0	0	1	1	1
SFXN4	0	0	0	0	1	0	0	0	1	1	1
SH2D6	0	0	0	0	1	0	0	0	1	1	1
SH3BP4	0	0	0	0	1	0	0	0	1	1	1
SHANK2	0	0	0	0	1	0	0	0	1	1	1
SIGLEC11	0	0	0	0	1	0	0	0	1	1	1
SIGLEC12	0	0	0	0	1	0	0	0	1	1	1
SIMC1	0	0	0	0	1	0	0	0	1	1	1
SIPA1L1	0	0	1	0	0	0	0	0	1	1	1
SLC10A4	0	0	0	0	1	0	0	0	1	1	1
SLC12A7	1	0	0	0	0	0	0	0	1	1	1
SLC15A2	0	0	0	0	1	0	0	0	1	1	1
SLC25A36	0	0	0	0	0	0	0	1	1	1	1
SLC39A5	0	0	0	0	1	0	0	0	1	1	1
SLC5A4	0	0	0	0	1	0	0	0	1	1	1
SLC6A15	0	0	0	0	1	0	0	0	1	1	1
SLC9A5	0	0	1	0	0	0	0	0	1	1	1
SLCO2B1	0	0	0	0	1	0	0	0	1	1	1
SLCO5A1	0	0	0	0	1	0	0	0	1	1	1
SLFN13	0	0	0	0	1	0	0	0	1	1	1
SLIT3	0	0	0	0	1	0	0	0	1	1	1
SMARCAL1	0	0	0	0	1	0	0	0	1	1	1
SMC4	0	0	0	0	1	0	0	0	1	1	1
SMDT1	0	0	0	0	1	0	0	0	1	1	1
SMG7	0	0	0	0	0	0	0	1	1	1	1
SMIM7	0	0	0	0	1	0	0	0	1	1	1
SMOX	0	0	0	0	1	0	0	0	1	1	1
SMU1	0	0	0	0	1	0	0	0	1	1	1
SNX2	0	0	0	0	1	0	0	0	1	1	1
SOS2	0	0	0	0	1	0	0	0	1	1	1
SOX3	0	0	0	0	1	0	0	0	1	1	1
SP140	0	0	0	0	1	0	0	0	1	1	1
SPAG1	0	0	0	0	1	0	0	0	1	1	1
SPOCK3	0	0	0	0	1	0	0	0	1	1	1
SPRR4	0	0	0	0	1	0	0	0	1	1	1
SPTBN4	0	0	0	0	1	0	0	0	1	1	1
ST3GAL1	0	0	0	0	1	0	0	0	1	1	1
STAC3	0	0	0	0	1	0	0	0	1	1	1
STAT5A	0	0	0	0	1	0	0	0	1	1	1
STK39	0	0	0	0	1	0	0	0	1	1	1
STOML3	0	0	1	0	0	0	0	0	1	1	1
STRC	0	0	0	0	1	0	0	0	1	1	1
STX1B	0	0	0	0	1	0	0	0	1	1	1
SURF2	0	0	1	0	0	0	0	0	1	1	1
SUZ12	0	0	1	0	0	0	0	0	1	1	1
SYT15	0	0	0	0	0	1	0	0	1	1	1
TAF1C	0	0	0	0	0	1	0	0	1	1	1
TARS	0	0	1	0	0	0	0	0	1	1	1
TAS1R1	0	0	1	0	0	0	0	0	1	1	1
TBCD	0	0	0	0	1	0	0	0	1	1	1
TBK1	0	0	0	0	1	0	0	0	1	1	1
TET1	0	0	0	0	1	0	0	0	1	1	1
TEX2	0	0	0	0	1	0	0	0	1	1	1
THAP7	0	0	0	0	1	0	0	0	1	1	1
THBS2	0	0	1	0	0	0	0	0	1	1	1
THSD7A	0	0	0	0	1	0	0	0	1	1	1
THSD7B	0	0	0	0	1	0	0	0	1	1	1
TIMM50	0	0	0	0	1	0	0	0	1	1	1
TIPIN	0	0	0	0	0	1	0	0	1	1	1
TJP2	0	0	0	0	1	0	0	0	1	1	1
TLL1	0	0	0	0	1	0	0	0	1	1	1
TMC3	0	0	0	0	1	0	0	0	1	1	1
TMCC3	0	0	0	0	1	0	0	0	1	1	1
TMEM139	0	0	0	0	1	0	0	0	1	1	1
TMEM63A	0	0	1	0	0	0	0	0	1	1	1
TMIGD2	0	0	0	0	1	0	0	0	1	1	1
TMPRSS6	0	0	0	0	1	0	0	0	1	1	1
TMX3	0	0	0	0	0	1	0	0	1	1	1
TNN	0	0	0	0	1	0	0	0	1	1	1
TNS4	0	0	0	0	1	0	0	0	1	1	1
TOP1MT	0	0	0	0	1	0	0	0	1	1	1
TP53	0	0	0	0	0	1	0	0	1	1	1
TPO	0	0	0	0	0	1	0	0	1	1	1
TPPP	1	0	0	0	0	0	0	0	1	1	1
TRDN	0	0	0	0	1	0	0	0	1	1	1
TRIM46	0	1	0	0	0	0	0	0	1	1	1
TRIM48	0	0	0	0	1	0	0	0	1	1	1
TSEN54	0	0	0	0	1	0	0	0	1	1	1
TTC14	0	0	0	0	0	0	0	1	1	1	1
TTC38	0	0	0	0	1	0	0	0	1	1	1
TTI1	0	0	0	0	0	1	0	0	1	1	1
TUBB3	0	0	0	0	1	0	0	0	1	1	1
TULP4	0	0	0	0	1	0	0	0	1	1	1
TYRO3	1	0	0	0	0	0	0	0	1	1	1
U2AF1	0	0	0	0	1	0	0	0	1	1	1
UBC	0	0	0	0	1	0	0	0	1	1	1
UBR5	0	0	0	0	1	0	0	0	1	1	1
UGT1A1	0	0	0	0	1	0	0	0	1	1	1
UGT2B28	0	0	0	0	1	0	0	0	1	1	1
USP48	1	0	0	0	0	0	0	0	1	1	1
UTP3	0	0	1	0	0	0	0	0	1	1	1
WDR59	0	0	0	0	1	0	0	0	1	1	1
WDR66	0	0	0	0	1	0	0	0	1	1	1
WNT10A	0	0	0	0	1	0	0	0	1	1	1
WWC2	0	0	0	0	0	0	0	1	1	1	1
YIPF2	0	0	0	0	0	0	0	1	1	1	1
YIPF4	0	0	0	0	0	1	0	0	1	1	1
YWHAZ	0	0	0	0	1	0	0	0	1	1	1
ZBTB1	1	0	0	0	0	0	0	0	1	1	1
ZDHHC14	0	0	0	0	1	0	0	0	1	1	1
ZFHX4	0	0	0	0	1	0	0	0	1	1	1
ZFP37	0	0	0	0	1	0	0	0	1	1	1
ZMYM5	0	0	0	0	1	0	0	0	1	1	1
ZNF107	0	0	0	0	1	0	0	0	1	1	1
ZNF180	0	0	0	0	1	0	0	0	1	1	1
ZNF251	0	0	0	0	1	0	0	0	1	1	1
ZNF254	0	0	0	0	1	0	0	0	1	1	1
ZNF280C	1	0	0	0	0	0	0	0	1	1	1
ZNF423	0	0	0	0	1	0	0	0	1	1	1
ZNF43	0	0	0	0	1	0	0	0	1	1	1
ZNF469	0	0	0	0	1	0	0	0	1	1	1
ZNF491	0	0	0	0	1	0	0	0	1	1	1
ZNF530	0	0	0	0	1	0	0	0	1	1	1
ZNF558	0	0	0	0	1	0	0	0	1	1	1
ZNF563	0	1	0	0	0	0	0	0	1	1	1
ZNF578	0	0	0	0	1	0	0	0	1	1	1
ZNF718	0	0	0	0	0	0	0	1	1	1	1
ZNF737	0	0	0	0	1	0	0	0	1	1	1
ZNF770	0	0	0	0	1	0	0	0	1	1	1
ZNF778	0	0	0	0	1	0	0	0	1	1	1
ZNF841	0	0	0	0	1	0	0	0	1	1	1
ZNF844	0	0	0	0	1	0	0	0	1	1	1
ZNF860	0	0	0	0	1	0	0	0	1	1	1
ZNF99	0	0	0	0	1	0	0	0	1	1	1
ZP3	0	0	0	0	1	0	0	0	1	1	1
ZXDB	0	0	0	0	1	0	0	0	1	1	1
ZYG11A	0	0	0	0	1	0	0	0	1	1	1
ZZEF1	1	0	0	0	0	0	0	0	1	1	1
