	Hugo_Symbol	Frame_Shift_Del	Frame_Shift_Ins	In_Frame_Del	In_Frame_Ins	Missense_Mutation	Nonsense_Mutation	Nonstop_Mutation	Splice_Site	total	MutatedSamples	AlteredSamples
462	PILRA	0	0	0	0	1	0	0	0	1	1	1
463	PITRM1	0	0	0	0	0	1	0	0	1	1	1
464	PKHD1L1	0	0	0	0	1	0	0	0	1	1	1
465	PLCE1	0	0	0	0	1	0	0	0	1	1	1
466	PLEKHG5	0	0	1	0	0	0	0	0	1	1	1
467	PLIN4	0	0	0	0	1	0	0	0	1	1	1
468	PLRG1	0	0	0	0	1	0	0	0	1	1	1
469	PMS2	0	0	0	0	0	1	0	0	1	1	1
470	PNPLA5	0	0	0	0	0	1	0	0	1	1	1
471	POLD1	0	0	0	0	1	0	0	0	1	1	1
472	POLG	0	0	0	0	1	0	0	0	1	1	1
473	POM121	0	0	0	1	0	0	0	0	1	1	1
474	POTEB	1	0	0	0	0	0	0	0	1	1	1
475	POTEE	0	0	0	0	1	0	0	0	1	1	1
476	POTEF	0	0	0	0	1	0	0	0	1	1	1
477	POU5F1B	0	0	0	0	0	1	0	0	1	1	1
478	PPEF2	0	0	0	0	1	0	0	0	1	1	1
479	PPP4R4	1	0	0	0	0	0	0	0	1	1	1
480	PRAMEF1	1	0	0	0	0	0	0	0	1	1	1
481	PRAMEF4	0	0	0	0	1	0	0	0	1	1	1
482	PRB2	0	0	0	0	1	0	0	0	1	1	1
483	PRB4	0	0	0	0	1	0	0	0	1	1	1
484	PRDM15	0	0	0	0	1	0	0	0	1	1	1
485	PRH2	0	0	0	0	1	0	0	0	1	1	1
486	PRLHR	0	0	0	0	1	0	0	0	1	1	1
487	PRMT1	1	0	0	0	0	0	0	0	1	1	1
488	PROM2	0	0	0	0	1	0	0	0	1	1	1
489	PRR34	1	0	0	0	0	0	0	0	1	1	1
490	PRUNE2	0	0	0	0	0	1	0	0	1	1	1
491	PSMC2	0	0	0	0	1	0	0	0	1	1	1
492	PSMD1	0	0	0	0	1	0	0	0	1	1	1
493	PTCHD4	0	0	0	0	0	1	0	0	1	1	1
494	PTK2	0	0	0	0	1	0	0	0	1	1	1
495	PTK7	0	0	0	0	1	0	0	0	1	1	1
496	PTPRO	0	0	0	0	1	0	0	0	1	1	1
497	PXDNL	0	0	0	0	1	0	0	0	1	1	1
498	PXK	0	0	0	0	1	0	0	0	1	1	1
499	QSER1	0	0	0	0	1	0	0	0	1	1	1
500	RAB37	0	0	0	0	1	0	0	0	1	1	1
501	RAB4B	0	0	0	0	0	1	0	0	1	1	1
502	RADIL	0	0	0	0	1	0	0	0	1	1	1
503	RAI1	0	0	0	0	1	0	0	0	1	1	1
504	RANBP2	0	0	0	0	1	0	0	0	1	1	1
505	RAPGEFL1	0	0	0	0	1	0	0	0	1	1	1
506	RAPH1	0	0	0	0	1	0	0	0	1	1	1
507	RASA1	0	0	0	0	1	0	0	0	1	1	1
508	RBBP8	0	1	0	0	0	0	0	0	1	1	1
509	RBFOX3	0	0	0	0	1	0	0	0	1	1	1
510	RBM15	0	0	0	0	0	0	0	1	1	1	1
511	RBMXL1	0	1	0	0	0	0	0	0	1	1	1
512	RELN	0	0	0	0	1	0	0	0	1	1	1
513	RERE	0	0	0	0	1	0	0	0	1	1	1
514	RFPL3	0	0	0	0	1	0	0	0	1	1	1
515	RHPN1	0	0	0	0	1	0	0	0	1	1	1
516	RIMS4	0	0	0	0	1	0	0	0	1	1	1
517	RNF145	0	1	0	0	0	0	0	0	1	1	1
518	RNF213	0	0	0	0	1	0	0	0	1	1	1
519	RPL9	1	0	0	0	0	0	0	0	1	1	1
520	RPS27L	0	0	0	0	1	0	0	0	1	1	1
521	RPS6KL1	0	0	0	0	1	0	0	0	1	1	1
522	RRM1	1	0	0	0	0	0	0	0	1	1	1
523	RRN3	1	0	0	0	0	0	0	0	1	1	1
524	RRP12	0	0	1	0	0	0	0	0	1	1	1
525	RTN2	1	0	0	0	0	0	0	0	1	1	1
526	SAA1	0	0	0	0	1	0	0	0	1	1	1
527	SAFB2	1	0	0	0	0	0	0	0	1	1	1
528	SAMD9L	0	0	0	0	1	0	0	0	1	1	1
529	SAR1B	1	0	0	0	0	0	0	0	1	1	1
530	SBNO2	0	0	0	0	1	0	0	0	1	1	1
531	SCARB2	0	0	0	0	1	0	0	0	1	1	1
532	SCIMP	0	0	0	0	1	0	0	0	1	1	1
533	SCN8A	0	0	0	0	1	0	0	0	1	1	1
534	SCOC	0	0	0	0	1	0	0	0	1	1	1
535	SDC4	0	0	0	0	1	0	0	0	1	1	1
536	SDCCAG3	0	0	0	0	1	0	0	0	1	1	1
537	SDF4	1	0	0	0	0	0	0	0	1	1	1
538	SEC14L5	0	0	0	0	1	0	0	0	1	1	1
539	SEMA3G	0	0	0	0	1	0	0	0	1	1	1
540	SEMA5A	0	0	0	0	1	0	0	0	1	1	1
541	SERPINB3	0	0	1	0	0	0	0	0	1	1	1
542	SERPINE1	0	0	0	0	1	0	0	0	1	1	1
543	SETD5	0	0	0	0	1	0	0	0	1	1	1
544	SEZ6L	0	0	0	0	1	0	0	0	1	1	1
545	SFXN4	0	0	0	0	1	0	0	0	1	1	1
546	SH2D6	0	0	0	0	1	0	0	0	1	1	1
547	SH3BP4	0	0	0	0	1	0	0	0	1	1	1
548	SHANK2	0	0	0	0	1	0	0	0	1	1	1
549	SIGLEC11	0	0	0	0	1	0	0	0	1	1	1
550	SIGLEC12	0	0	0	0	1	0	0	0	1	1	1
551	SIMC1	0	0	0	0	1	0	0	0	1	1	1
552	SIPA1L1	0	0	1	0	0	0	0	0	1	1	1
553	SLC10A4	0	0	0	0	1	0	0	0	1	1	1
554	SLC12A7	1	0	0	0	0	0	0	0	1	1	1
555	SLC15A2	0	0	0	0	1	0	0	0	1	1	1
556	SLC25A36	0	0	0	0	0	0	0	1	1	1	1
557	SLC39A5	0	0	0	0	1	0	0	0	1	1	1
558	SLC5A4	0	0	0	0	1	0	0	0	1	1	1
559	SLC6A15	0	0	0	0	1	0	0	0	1	1	1
560	SLC9A5	0	0	1	0	0	0	0	0	1	1	1
561	SLCO2B1	0	0	0	0	1	0	0	0	1	1	1
562	SLCO5A1	0	0	0	0	1	0	0	0	1	1	1
563	SLFN13	0	0	0	0	1	0	0	0	1	1	1
564	SLIT3	0	0	0	0	1	0	0	0	1	1	1
565	SMARCAL1	0	0	0	0	1	0	0	0	1	1	1
566	SMC4	0	0	0	0	1	0	0	0	1	1	1
567	SMDT1	0	0	0	0	1	0	0	0	1	1	1
568	SMG7	0	0	0	0	0	0	0	1	1	1	1
569	SMIM7	0	0	0	0	1	0	0	0	1	1	1
570	SMOX	0	0	0	0	1	0	0	0	1	1	1
571	SMU1	0	0	0	0	1	0	0	0	1	1	1
572	SNX2	0	0	0	0	1	0	0	0	1	1	1
573	SOS2	0	0	0	0	1	0	0	0	1	1	1
574	SOX3	0	0	0	0	1	0	0	0	1	1	1
575	SP140	0	0	0	0	1	0	0	0	1	1	1
576	SPAG1	0	0	0	0	1	0	0	0	1	1	1
577	SPOCK3	0	0	0	0	1	0	0	0	1	1	1
578	SPRR4	0	0	0	0	1	0	0	0	1	1	1
579	SPTBN4	0	0	0	0	1	0	0	0	1	1	1
580	ST3GAL1	0	0	0	0	1	0	0	0	1	1	1
581	STAC3	0	0	0	0	1	0	0	0	1	1	1
582	STAT5A	0	0	0	0	1	0	0	0	1	1	1
583	STK39	0	0	0	0	1	0	0	0	1	1	1
584	STOML3	0	0	1	0	0	0	0	0	1	1	1
585	STRC	0	0	0	0	1	0	0	0	1	1	1
586	STX1B	0	0	0	0	1	0	0	0	1	1	1
587	SURF2	0	0	1	0	0	0	0	0	1	1	1
588	SUZ12	0	0	1	0	0	0	0	0	1	1	1
589	SYT15	0	0	0	0	0	1	0	0	1	1	1
590	TAF1C	0	0	0	0	0	1	0	0	1	1	1
591	TARS	0	0	1	0	0	0	0	0	1	1	1
592	TAS1R1	0	0	1	0	0	0	0	0	1	1	1
593	TBCD	0	0	0	0	1	0	0	0	1	1	1
594	TBK1	0	0	0	0	1	0	0	0	1	1	1
595	TET1	0	0	0	0	1	0	0	0	1	1	1
596	TEX2	0	0	0	0	1	0	0	0	1	1	1
597	THAP7	0	0	0	0	1	0	0	0	1	1	1
598	THBS2	0	0	1	0	0	0	0	0	1	1	1
599	THSD7A	0	0	0	0	1	0	0	0	1	1	1
600	THSD7B	0	0	0	0	1	0	0	0	1	1	1
601	TIMM50	0	0	0	0	1	0	0	0	1	1	1
602	TIPIN	0	0	0	0	0	1	0	0	1	1	1
603	TJP2	0	0	0	0	1	0	0	0	1	1	1
604	TLL1	0	0	0	0	1	0	0	0	1	1	1
605	TMC3	0	0	0	0	1	0	0	0	1	1	1
606	TMCC3	0	0	0	0	1	0	0	0	1	1	1
607	TMEM139	0	0	0	0	1	0	0	0	1	1	1
608	TMEM63A	0	0	1	0	0	0	0	0	1	1	1
609	TMIGD2	0	0	0	0	1	0	0	0	1	1	1
610	TMPRSS6	0	0	0	0	1	0	0	0	1	1	1
611	TMX3	0	0	0	0	0	1	0	0	1	1	1
612	TNN	0	0	0	0	1	0	0	0	1	1	1
613	TNS4	0	0	0	0	1	0	0	0	1	1	1
614	TOP1MT	0	0	0	0	1	0	0	0	1	1	1
615	TP53	0	0	0	0	0	1	0	0	1	1	1
616	TPO	0	0	0	0	0	1	0	0	1	1	1
617	TPPP	1	0	0	0	0	0	0	0	1	1	1
618	TRDN	0	0	0	0	1	0	0	0	1	1	1
619	TRIM46	0	1	0	0	0	0	0	0	1	1	1
620	TRIM48	0	0	0	0	1	0	0	0	1	1	1
621	TSEN54	0	0	0	0	1	0	0	0	1	1	1
622	TTC14	0	0	0	0	0	0	0	1	1	1	1
623	TTC38	0	0	0	0	1	0	0	0	1	1	1
624	TTI1	0	0	0	0	0	1	0	0	1	1	1
625	TUBB3	0	0	0	0	1	0	0	0	1	1	1
626	TULP4	0	0	0	0	1	0	0	0	1	1	1
627	TYRO3	1	0	0	0	0	0	0	0	1	1	1
628	U2AF1	0	0	0	0	1	0	0	0	1	1	1
629	UBC	0	0	0	0	1	0	0	0	1	1	1
630	UBR5	0	0	0	0	1	0	0	0	1	1	1
631	UGT1A1	0	0	0	0	1	0	0	0	1	1	1
632	UGT2B28	0	0	0	0	1	0	0	0	1	1	1
633	USP48	1	0	0	0	0	0	0	0	1	1	1
634	UTP3	0	0	1	0	0	0	0	0	1	1	1
635	WDR59	0	0	0	0	1	0	0	0	1	1	1
636	WDR66	0	0	0	0	1	0	0	0	1	1	1
637	WNT10A	0	0	0	0	1	0	0	0	1	1	1
638	WWC2	0	0	0	0	0	0	0	1	1	1	1
639	YIPF2	0	0	0	0	0	0	0	1	1	1	1
640	YIPF4	0	0	0	0	0	1	0	0	1	1	1
641	YWHAZ	0	0	0	0	1	0	0	0	1	1	1
642	ZBTB1	1	0	0	0	0	0	0	0	1	1	1
643	ZDHHC14	0	0	0	0	1	0	0	0	1	1	1
644	ZFHX4	0	0	0	0	1	0	0	0	1	1	1
645	ZFP37	0	0	0	0	1	0	0	0	1	1	1
646	ZMYM5	0	0	0	0	1	0	0	0	1	1	1
647	ZNF107	0	0	0	0	1	0	0	0	1	1	1
648	ZNF180	0	0	0	0	1	0	0	0	1	1	1
649	ZNF251	0	0	0	0	1	0	0	0	1	1	1
650	ZNF254	0	0	0	0	1	0	0	0	1	1	1
651	ZNF280C	1	0	0	0	0	0	0	0	1	1	1
652	ZNF423	0	0	0	0	1	0	0	0	1	1	1
653	ZNF43	0	0	0	0	1	0	0	0	1	1	1
654	ZNF469	0	0	0	0	1	0	0	0	1	1	1
655	ZNF491	0	0	0	0	1	0	0	0	1	1	1
656	ZNF530	0	0	0	0	1	0	0	0	1	1	1
657	ZNF558	0	0	0	0	1	0	0	0	1	1	1
658	ZNF563	0	1	0	0	0	0	0	0	1	1	1
659	ZNF578	0	0	0	0	1	0	0	0	1	1	1
660	ZNF718	0	0	0	0	0	0	0	1	1	1	1
661	ZNF737	0	0	0	0	1	0	0	0	1	1	1
662	ZNF770	0	0	0	0	1	0	0	0	1	1	1
663	ZNF778	0	0	0	0	1	0	0	0	1	1	1
664	ZNF841	0	0	0	0	1	0	0	0	1	1	1
665	ZNF844	0	0	0	0	1	0	0	0	1	1	1
666	ZNF860	0	0	0	0	1	0	0	0	1	1	1
667	ZNF99	0	0	0	0	1	0	0	0	1	1	1
668	ZP3	0	0	0	0	1	0	0	0	1	1	1
669	ZXDB	0	0	0	0	1	0	0	0	1	1	1
670	ZYG11A	0	0	0	0	1	0	0	0	1	1	1
671	ZZEF1	1	0	0	0	0	0	0	0	1	1	1
