Hugo_Symbol	Frame_Shift_Del	Frame_Shift_Ins	In_Frame_Del	In_Frame_Ins	Missense_Mutation	Nonsense_Mutation	Nonstop_Mutation	Splice_Site	total	MutatedSamples	AlteredSamples
CDK15	0	0	0	0	1	0	0	0	1	1	1
CDK18	0	0	0	0	1	0	0	0	1	1	1
CDKL3	0	0	1	0	0	0	0	0	1	1	1
CDRT1	0	0	0	0	1	0	0	0	1	1	1
CELSR2	0	0	0	0	1	0	0	0	1	1	1
CELSR3	0	0	0	0	1	0	0	0	1	1	1
CEP120	0	0	0	0	1	0	0	0	1	1	1
CEP170	0	0	0	0	0	1	0	0	1	1	1
CEP170B	0	0	0	0	1	0	0	0	1	1	1
CEP290	0	1	0	0	0	0	0	0	1	1	1
CES2	0	0	0	0	1	0	0	0	1	1	1
CGNL1	0	0	0	0	1	0	0	0	1	1	1
CHD1	0	0	0	0	1	0	0	0	1	1	1
CHIC1	0	0	1	0	0	0	0	0	1	1	1
CIDEA	0	0	0	0	1	0	0	0	1	1	1
CLCA2	0	0	0	0	1	0	0	0	1	1	1
CLPTM1L	0	0	0	0	1	0	0	0	1	1	1
CNDP1	0	0	0	0	1	0	0	0	1	1	1
CNOT2	0	0	0	0	0	0	0	1	1	1	1
CNTN6	1	0	0	0	0	0	0	0	1	1	1
COL13A1	0	0	0	0	0	0	0	1	1	1	1
COL15A1	0	0	0	0	1	0	0	0	1	1	1
COL18A1	0	0	0	0	1	0	0	0	1	1	1
COL1A2	0	0	0	0	1	0	0	0	1	1	1
COL20A1	0	0	0	0	1	0	0	0	1	1	1
COL4A6	0	0	0	0	1	0	0	0	1	1	1
COL5A3	1	0	0	0	0	0	0	0	1	1	1
COL9A3	0	0	0	0	1	0	0	0	1	1	1
COMMD10	1	0	0	0	0	0	0	0	1	1	1
COPB2	0	0	0	0	1	0	0	0	1	1	1
COX5A	1	0	0	0	0	0	0	0	1	1	1
CRAMP1	0	0	0	0	1	0	0	0	1	1	1
CREB3L2	1	0	0	0	0	0	0	0	1	1	1
CRNKL1	0	0	0	0	1	0	0	0	1	1	1
CRTC1	1	0	0	0	0	0	0	0	1	1	1
CRYBG2	0	0	0	0	1	0	0	0	1	1	1
CSAG1	0	0	0	0	1	0	0	0	1	1	1
CSF2RB	0	0	0	0	1	0	0	0	1	1	1
CTDP1	0	0	0	0	1	0	0	0	1	1	1
CTH	0	0	0	0	1	0	0	0	1	1	1
CTRB2	0	0	0	0	1	0	0	0	1	1	1
CTTNBP2NL	0	0	0	0	1	0	0	0	1	1	1
CUBN	0	0	0	0	1	0	0	0	1	1	1
CUL4A	0	0	0	0	1	0	0	0	1	1	1
CWF19L2	0	0	0	0	1	0	0	0	1	1	1
CX3CR1	0	1	0	0	0	0	0	0	1	1	1
CYHR1	1	0	0	0	0	0	0	0	1	1	1
CYP4A22	0	0	0	0	1	0	0	0	1	1	1
CYP4F12	0	0	0	0	1	0	0	0	1	1	1
CYTH4	0	0	0	0	0	0	0	1	1	1	1
DAAM1	0	0	0	0	1	0	0	0	1	1	1
DAGLB	0	0	0	0	1	0	0	0	1	1	1
DCHS1	0	0	0	0	0	1	0	0	1	1	1
DDX1	1	0	0	0	0	0	0	0	1	1	1
DDX20	0	0	0	0	1	0	0	0	1	1	1
DDX27	0	0	1	0	0	0	0	0	1	1	1
DDX5	0	0	1	0	0	0	0	0	1	1	1
DDX54	0	0	1	0	0	0	0	0	1	1	1
DENND1C	1	0	0	0	0	0	0	0	1	1	1
DERL3	0	0	0	0	1	0	0	0	1	1	1
DHRS4L2	0	0	0	0	0	1	0	0	1	1	1
DIXDC1	0	0	0	0	1	0	0	0	1	1	1
DLEC1	0	0	0	0	1	0	0	0	1	1	1
DLGAP3	1	0	0	0	0	0	0	0	1	1	1
DLX2	0	0	1	0	0	0	0	0	1	1	1
DLX6	1	0	0	0	0	0	0	0	1	1	1
DMRTC2	0	0	0	0	1	0	0	0	1	1	1
DNA2	1	0	0	0	0	0	0	0	1	1	1
DNAJC1	0	0	1	0	0	0	0	0	1	1	1
DNAJC13	1	0	0	0	0	0	0	0	1	1	1
DOPEY2	0	0	0	0	1	0	0	0	1	1	1
DPP4	0	0	0	0	1	0	0	0	1	1	1
DPP6	0	0	0	0	0	0	0	1	1	1	1
DPPA3	0	0	0	0	1	0	0	0	1	1	1
DPYD	0	0	0	0	1	0	0	0	1	1	1
DSCAM	0	0	1	0	0	0	0	0	1	1	1
DSG4	0	0	0	0	1	0	0	0	1	1	1
DYRK1B	0	0	0	0	1	0	0	0	1	1	1
EBPL	0	0	0	0	0	1	0	0	1	1	1
ECM2	1	0	0	0	0	0	0	0	1	1	1
EDIL3	0	0	0	0	1	0	0	0	1	1	1
EHD2	0	0	0	0	0	1	0	0	1	1	1
EIF3C	0	0	1	0	0	0	0	0	1	1	1
EIF5AL1	0	0	0	0	1	0	0	0	1	1	1
ENOX2	0	0	0	0	1	0	0	0	1	1	1
ENTPD3	0	0	0	0	1	0	0	0	1	1	1
EP400	0	0	0	0	1	0	0	0	1	1	1
EPHA2	0	0	0	0	1	0	0	0	1	1	1
EPPK1	0	0	0	0	1	0	0	0	1	1	1
ERF	0	0	0	0	1	0	0	0	1	1	1
ERP44	1	0	0	0	0	0	0	0	1	1	1
ESPN	0	0	0	0	1	0	0	0	1	1	1
ETV3	1	0	0	0	0	0	0	0	1	1	1
ETV4	0	0	0	0	1	0	0	0	1	1	1
EWSR1	0	0	0	0	1	0	0	0	1	1	1
EXTL1	0	0	1	0	0	0	0	0	1	1	1
FAIM	0	0	0	0	1	0	0	0	1	1	1
FAM103A1	1	0	0	0	0	0	0	0	1	1	1
FAM105A	0	0	0	0	1	0	0	0	1	1	1
FAM110D	0	0	0	0	1	0	0	0	1	1	1
FAM118A	0	0	0	0	1	0	0	0	1	1	1
FAM155A	0	0	1	0	0	0	0	0	1	1	1
FAM186A	0	0	1	0	0	0	0	0	1	1	1
FAM228A	0	0	0	0	1	0	0	0	1	1	1
FAM3D	0	0	0	0	1	0	0	0	1	1	1
FAM57B	1	0	0	0	0	0	0	0	1	1	1
FAM86C1	0	0	0	0	1	0	0	0	1	1	1
FANCA	0	0	0	0	1	0	0	0	1	1	1
FANK1	0	0	0	0	1	0	0	0	1	1	1
FBLIM1	0	0	0	0	1	0	0	0	1	1	1
FBN3	0	0	0	0	1	0	0	0	1	1	1
FBXL4	0	0	0	0	1	0	0	0	1	1	1
FBXW7	0	0	0	0	1	0	0	0	1	1	1
FCGBP	0	0	0	0	1	0	0	0	1	1	1
FGF17	0	0	0	0	1	0	0	0	1	1	1
FGFR1OP2	0	0	0	0	1	0	0	0	1	1	1
FKBP8	0	0	0	0	1	0	0	0	1	1	1
FLT4	1	0	0	0	0	0	0	0	1	1	1
FMNL2	0	0	0	0	1	0	0	0	1	1	1
FN1	0	0	0	0	1	0	0	0	1	1	1
FOXB2	0	0	0	0	1	0	0	0	1	1	1
FOXD4	0	0	0	0	1	0	0	0	1	1	1
FOXD4L1	0	0	0	0	1	0	0	0	1	1	1
FOXD4L5	0	0	0	0	1	0	0	0	1	1	1
FOXL1	1	0	0	0	0	0	0	0	1	1	1
FTMT	0	0	0	0	1	0	0	0	1	1	1
FUT10	0	0	0	0	0	1	0	0	1	1	1
FXR1	1	0	0	0	0	0	0	0	1	1	1
G3BP1	0	0	0	0	0	1	0	0	1	1	1
GAA	0	0	0	0	0	1	0	0	1	1	1
GABRA4	0	0	0	0	1	0	0	0	1	1	1
GABRB1	0	0	0	0	1	0	0	0	1	1	1
GABRR1	0	0	0	0	1	0	0	0	1	1	1
GALNT11	0	0	0	0	1	0	0	0	1	1	1
GALNT15	0	0	0	0	1	0	0	0	1	1	1
GBP4	0	0	0	0	1	0	0	0	1	1	1
GBX2	0	0	0	0	1	0	0	0	1	1	1
GCNA	0	0	0	0	1	0	0	0	1	1	1
GFRA4	0	0	1	0	0	0	0	0	1	1	1
GGT2	0	0	0	0	1	0	0	0	1	1	1
GJB4	0	0	0	0	1	0	0	0	1	1	1
GLRA2	0	0	1	0	0	0	0	0	1	1	1
GNPAT	0	0	0	0	1	0	0	0	1	1	1
GOLGA3	0	0	0	0	1	0	0	0	1	1	1
GOLGA6L10	0	0	0	0	1	0	0	0	1	1	1
GOLIM4	0	0	0	0	1	0	0	0	1	1	1
GOLT1A	1	0	0	0	0	0	0	0	1	1	1
GOLT1B	0	0	0	0	1	0	0	0	1	1	1
GPAM	0	0	0	0	1	0	0	0	1	1	1
GPAT2	0	0	0	0	1	0	0	0	1	1	1
GPATCH1	0	0	0	0	0	1	0	0	1	1	1
GPBP1	0	0	0	0	1	0	0	0	1	1	1
GPC3	0	0	1	0	0	0	0	0	1	1	1
GPN3	0	0	0	0	1	0	0	0	1	1	1
GPR161	0	0	0	0	1	0	0	0	1	1	1
GRB14	0	1	0	0	0	0	0	0	1	1	1
GRHL2	0	0	0	0	1	0	0	0	1	1	1
GRID2	0	0	0	0	1	0	0	0	1	1	1
GRIN2B	0	0	1	0	0	0	0	0	1	1	1
GSDMD	0	0	0	0	1	0	0	0	1	1	1
GSTM5	0	0	0	0	1	0	0	0	1	1	1
GTF2F2	0	0	0	0	1	0	0	0	1	1	1
GTF3C3	0	1	0	0	0	0	0	0	1	1	1
HABP4	0	0	0	0	1	0	0	0	1	1	1
HASPIN	0	0	0	0	1	0	0	0	1	1	1
HCAR1	0	0	0	0	1	0	0	0	1	1	1
HCAR3	0	0	0	0	1	0	0	0	1	1	1
HDAC9	0	0	0	0	1	0	0	0	1	1	1
HEATR3	0	0	0	0	1	0	0	0	1	1	1
HES7	1	0	0	0	0	0	0	0	1	1	1
HEY2	0	0	0	0	1	0	0	0	1	1	1
HIRA	0	0	0	0	1	0	0	0	1	1	1
HIST1H3I	0	0	0	0	1	0	0	0	1	1	1
HLA-DRB5	0	0	0	0	1	0	0	0	1	1	1
HMGB2	0	0	1	0	0	0	0	0	1	1	1
HNRNPA3	0	0	0	0	0	1	0	0	1	1	1
HNRNPCL2	0	0	0	0	1	0	0	0	1	1	1
HNRNPU	0	0	0	0	1	0	0	0	1	1	1
HOMEZ	1	0	0	0	0	0	0	0	1	1	1
HOXB2	1	0	0	0	0	0	0	0	1	1	1
HOXC9	0	0	1	0	0	0	0	0	1	1	1
HOXD11	0	0	0	0	1	0	0	0	1	1	1
HOXD13	0	0	0	0	1	0	0	0	1	1	1
HOXD3	1	0	0	0	0	0	0	0	1	1	1
HPCAL1	0	0	0	0	0	1	0	0	1	1	1
HR	1	0	0	0	0	0	0	0	1	1	1
HRASLS5	0	0	0	0	1	0	0	0	1	1	1
HRNR	0	0	0	0	1	0	0	0	1	1	1
HS6ST3	0	0	0	0	1	0	0	0	1	1	1
HSD17B14	1	0	0	0	0	0	0	0	1	1	1
HSF1	0	0	0	0	1	0	0	0	1	1	1
HSPA2	0	0	0	0	1	0	0	0	1	1	1
IARS	1	0	0	0	0	0	0	0	1	1	1
IFNA17	0	0	0	0	1	0	0	0	1	1	1
IFNA7	0	0	0	0	1	0	0	0	1	1	1
IFT172	0	0	0	0	1	0	0	0	1	1	1
IKZF2	0	0	0	0	1	0	0	0	1	1	1
IL20RA	0	0	0	0	0	0	0	1	1	1	1
INF2	1	0	0	0	0	0	0	0	1	1	1
INPPL1	0	0	0	0	1	0	0	0	1	1	1
IPO11	0	0	0	0	1	0	0	0	1	1	1
IQGAP3	0	0	0	0	1	0	0	0	1	1	1
ITGA3	0	0	0	0	1	0	0	0	1	1	1
ITGB2	0	0	0	0	1	0	0	0	1	1	1
ITPKA	0	0	0	0	1	0	0	0	1	1	1
ITPR3	0	0	0	0	1	0	0	0	1	1	1
ITSN2	0	0	0	0	1	0	0	0	1	1	1
IVL	0	0	0	0	1	0	0	0	1	1	1
JCAD	0	0	0	0	1	0	0	0	1	1	1
JMY	0	0	0	0	1	0	0	0	1	1	1
KALRN	0	0	0	0	1	0	0	0	1	1	1
KCNQ1	0	0	0	0	1	0	0	0	1	1	1
KDELC1	0	0	0	0	1	0	0	0	1	1	1
KDM6B	0	0	0	0	1	0	0	0	1	1	1
KIAA1217	0	0	0	0	1	0	0	0	1	1	1
KIAA1324L	0	0	0	0	1	0	0	0	1	1	1
KIAA1683	0	0	0	0	1	0	0	0	1	1	1
KIAA2026	0	0	1	0	0	0	0	0	1	1	1
KIF14	0	0	0	0	0	1	0	0	1	1	1
KLC1	0	0	1	0	0	0	0	0	1	1	1
KLHL29	0	0	0	0	0	1	0	0	1	1	1
KLHL30	0	0	0	0	0	1	0	0	1	1	1
KLRC4	0	0	1	0	0	0	0	0	1	1	1
KMT2B	0	0	0	0	1	0	0	0	1	1	1
KMT2D	0	0	1	0	0	0	0	0	1	1	1
KMT2E	0	0	0	0	1	0	0	0	1	1	1
KRBOX4	0	0	1	0	0	0	0	0	1	1	1
KRT1	0	0	1	0	0	0	0	0	1	1	1
KRT10	0	0	0	0	1	0	0	0	1	1	1
KRT12	0	0	0	0	1	0	0	0	1	1	1
KRT2	0	0	0	0	1	0	0	0	1	1	1
KRT38	0	0	0	0	1	0	0	0	1	1	1
KRT4	0	0	0	0	1	0	0	0	1	1	1
KRT5	0	0	0	0	1	0	0	0	1	1	1
KRT6B	0	0	0	0	1	0	0	0	1	1	1
KRT76	0	0	0	0	1	0	0	0	1	1	1
KRTAP10-2	0	0	0	0	1	0	0	0	1	1	1
KRTAP10-5	0	0	0	0	1	0	0	0	1	1	1
KRTAP10-6	0	0	0	0	1	0	0	0	1	1	1
KRTAP2-3	0	0	1	0	0	0	0	0	1	1	1
KRTAP4-7	0	0	0	0	1	0	0	0	1	1	1
KRTAP4-9	0	0	0	0	1	0	0	0	1	1	1
KSR1	0	1	0	0	0	0	0	0	1	1	1
LAMC3	0	0	0	0	1	0	0	0	1	1	1
LARP7	0	0	0	1	0	0	0	0	1	1	1
LATS2	1	0	0	0	0	0	0	0	1	1	1
LDLR	0	0	0	0	1	0	0	0	1	1	1
LHX1	0	0	0	0	1	0	0	0	1	1	1
LILRA2	0	0	0	0	0	0	0	1	1	1	1
LILRB4	0	0	0	0	1	0	0	0	1	1	1
LIMK2	1	0	0	0	0	0	0	0	1	1	1
LLGL2	0	0	0	0	1	0	0	0	1	1	1
LNX1	0	0	0	0	1	0	0	0	1	1	1
LOC100129697	0	0	0	0	1	0	0	0	1	1	1
LOC729159	1	0	0	0	0	0	0	0	1	1	1
LOXL3	1	0	0	0	0	0	0	0	1	1	1
LRP5	0	0	0	0	1	0	0	0	1	1	1
LRP6	0	0	0	0	1	0	0	0	1	1	1
LRRC4C	0	0	0	0	0	0	0	1	1	1	1
LTBP3	0	0	0	0	1	0	0	0	1	1	1
LTN1	0	0	0	0	1	0	0	0	1	1	1
LY75	0	0	0	0	1	0	0	0	1	1	1
LYPD3	0	0	1	0	0	0	0	0	1	1	1
MAB21L2	0	0	0	0	1	0	0	0	1	1	1
MAFK	1	0	0	0	0	0	0	0	1	1	1
MAGEC1	0	0	0	0	1	0	0	0	1	1	1
MAGEL2	0	0	0	0	1	0	0	0	1	1	1
MAJIN	0	0	0	0	1	0	0	0	1	1	1
MAP3K3	0	0	0	0	1	0	0	0	1	1	1
MAP3K7	0	0	1	0	0	0	0	0	1	1	1
MARCH10	0	0	0	0	1	0	0	0	1	1	1
MAU2	0	0	0	0	1	0	0	0	1	1	1
MBD3	0	0	1	0	0	0	0	0	1	1	1
MDS2	0	0	0	1	0	0	0	0	1	1	1
MECOM	1	0	0	0	0	0	0	0	1	1	1
METTL27	1	0	0	0	0	0	0	0	1	1	1
METTL9	0	0	0	0	1	0	0	0	1	1	1
MFN1	0	0	0	0	1	0	0	0	1	1	1
MGAM	0	0	0	0	1	0	0	0	1	1	1
MIA2	0	0	0	0	0	1	0	0	1	1	1
MIER2	0	0	0	0	0	1	0	0	1	1	1
MIF4GD	0	0	1	0	0	0	0	0	1	1	1
MIOX	0	0	0	0	1	0	0	0	1	1	1
MKI67	0	0	0	0	1	0	0	0	1	1	1
MKL2	0	0	0	0	1	0	0	0	1	1	1
MKNK2	0	0	0	0	1	0	0	0	1	1	1
MMRN1	0	0	0	0	1	0	0	0	1	1	1
MNS1	1	0	0	0	0	0	0	0	1	1	1
MOAP1	0	0	0	0	1	0	0	0	1	1	1
MPV17	0	0	1	0	0	0	0	0	1	1	1
MRC2	0	0	1	0	0	0	0	0	1	1	1
MRPS12	0	0	0	0	1	0	0	0	1	1	1
MRPS5	1	0	0	0	0	0	0	0	1	1	1
MSX1	0	0	0	0	1	0	0	0	1	1	1
MT1HL1	0	0	0	0	1	0	0	0	1	1	1
MTA1	0	0	0	0	0	1	0	0	1	1	1
MTHFSD	0	0	0	0	1	0	0	0	1	1	1
MUC12	0	0	0	0	1	0	0	0	1	1	1
MUC16	0	0	0	0	0	0	0	1	1	1	1
MUM1	0	0	0	0	1	0	0	0	1	1	1
MVP	0	0	0	0	1	0	0	0	1	1	1
MYBPC3	0	0	0	0	1	0	0	0	1	1	1
MYC	0	0	1	0	0	0	0	0	1	1	1
MYH14	0	0	0	0	1	0	0	0	1	1	1
MYH6	0	0	0	0	1	0	0	0	1	1	1
MYH7B	0	0	0	0	1	0	0	0	1	1	1
MYLK	0	0	0	0	1	0	0	0	1	1	1
MYO15A	0	0	0	0	0	0	0	1	1	1	1
NAA15	0	0	0	0	1	0	0	0	1	1	1
NAA25	0	0	0	0	1	0	0	0	1	1	1
NBPF26	0	0	0	0	1	0	0	0	1	1	1
NCK2	0	0	0	0	1	0	0	0	1	1	1
NCKAP5L	0	0	0	0	1	0	0	0	1	1	1
NCL	0	0	0	0	1	0	0	0	1	1	1
NCOA3	0	0	0	0	1	0	0	0	1	1	1
NCOA7	0	0	0	0	1	0	0	0	1	1	1
NCOR1	0	0	0	0	1	0	0	0	1	1	1
NCOR2	1	0	0	0	0	0	0	0	1	1	1
NECTIN2	0	0	0	0	1	0	0	0	1	1	1
NELFCD	0	0	0	0	1	0	0	0	1	1	1
NFE2L1	1	0	0	0	0	0	0	0	1	1	1
NFKB2	0	0	0	0	0	1	0	0	1	1	1
NFKBIZ	0	0	0	0	0	0	0	1	1	1	1
NGEF	0	0	0	0	1	0	0	0	1	1	1
NGFR	0	0	0	0	1	0	0	0	1	1	1
NIPBL	1	0	0	0	0	0	0	0	1	1	1
NKX1-2	0	0	0	0	1	0	0	0	1	1	1
NKX2-2	1	0	0	0	0	0	0	0	1	1	1
NKX3-2	0	0	0	0	1	0	0	0	1	1	1
NLGN3	1	0	0	0	0	0	0	0	1	1	1
NLRC5	0	0	0	0	1	0	0	0	1	1	1
NLRP11	0	0	0	0	1	0	0	0	1	1	1
NLRP4	0	0	0	0	1	0	0	0	1	1	1
NLRP5	0	0	0	0	1	0	0	0	1	1	1
NLRP6	0	0	1	0	0	0	0	0	1	1	1
NMD3	0	0	0	0	1	0	0	0	1	1	1
NOL3	0	0	0	0	0	1	0	0	1	1	1
NOP56	0	0	0	0	1	0	0	0	1	1	1
NPC1L1	0	0	0	0	1	0	0	0	1	1	1
NPSR1	0	0	0	0	1	0	0	0	1	1	1
NR1H3	0	0	0	0	1	0	0	0	1	1	1
NR3C1	0	0	0	0	1	0	0	0	1	1	1
NREP	0	0	0	0	1	0	0	0	1	1	1
NRG3	0	0	0	0	1	0	0	0	1	1	1
NRP2	0	0	0	0	1	0	0	0	1	1	1
NT5C3A	0	0	0	0	1	0	0	0	1	1	1
NTF3	0	0	0	0	1	0	0	0	1	1	1
NXF5	0	0	0	0	1	0	0	0	1	1	1
OASL	1	0	0	0	0	0	0	0	1	1	1
OBP2B	0	0	0	0	1	0	0	0	1	1	1
OBSCN	0	0	0	0	1	0	0	0	1	1	1
OBSL1	0	0	0	0	1	0	0	0	1	1	1
ODF3	0	0	0	0	1	0	0	0	1	1	1
OR10T2	0	0	0	0	1	0	0	0	1	1	1
OR2M5	0	0	0	0	1	0	0	0	1	1	1
OR2T33	0	0	0	0	1	0	0	0	1	1	1
OR51Q1	1	0	0	0	0	0	0	0	1	1	1
OR52D1	0	0	0	0	1	0	0	0	1	1	1
OR52E8	0	0	0	0	1	0	0	0	1	1	1
OR5D18	0	0	0	0	1	0	0	0	1	1	1
OR7A10	0	0	0	0	1	0	0	0	1	1	1
OR7C1	0	1	0	0	0	0	0	0	1	1	1
OR7E24	1	0	0	0	0	0	0	0	1	1	1
OS9	0	0	0	0	1	0	0	0	1	1	1
OSBPL8	1	0	0	0	0	0	0	0	1	1	1
OTOG	0	0	0	0	1	0	0	0	1	1	1
OVCH1	0	0	0	0	1	0	0	0	1	1	1
PALB2	0	0	0	0	1	0	0	0	1	1	1
PAPOLA	0	0	0	0	1	0	0	0	1	1	1
PARP8	0	0	0	0	1	0	0	0	1	1	1
PARP9	0	0	0	0	1	0	0	0	1	1	1
PAX3	0	0	0	0	1	0	0	0	1	1	1
PAX7	0	0	0	0	1	0	0	0	1	1	1
PCDHA1	0	0	0	0	1	0	0	0	1	1	1
PCDHA10	0	0	0	0	1	0	0	0	1	1	1
PCDHA3	0	0	0	0	1	0	0	0	1	1	1
PCDHA6	0	0	0	0	1	0	0	0	1	1	1
PCDHB12	0	0	0	0	1	0	0	0	1	1	1
PCDHB5	0	0	0	0	1	0	0	0	1	1	1
PCDHB7	0	0	0	0	1	0	0	0	1	1	1
PCDHGA6	0	0	0	0	1	0	0	0	1	1	1
PCNX1	0	0	0	0	1	0	0	0	1	1	1
PDE11A	0	0	0	0	1	0	0	0	1	1	1
PDE8B	0	0	0	0	1	0	0	0	1	1	1
PDGFRA	0	0	0	0	1	0	0	0	1	1	1
PDZD3	1	0	0	0	0	0	0	0	1	1	1
PDZD7	0	0	0	0	1	0	0	0	1	1	1
PER1	0	0	0	0	1	0	0	0	1	1	1
PER3	0	0	0	0	1	0	0	0	1	1	1
PEX5L	0	0	0	0	1	0	0	0	1	1	1
PF4	0	0	0	0	1	0	0	0	1	1	1
PFKM	0	0	0	0	1	0	0	0	1	1	1
PGM5	0	0	0	0	1	0	0	0	1	1	1
PGRMC2	0	0	0	0	1	0	0	0	1	1	1
PHKB	0	0	0	0	1	0	0	0	1	1	1
PIK3R5	0	0	0	0	1	0	0	0	1	1	1
PILRA	0	0	0	0	1	0	0	0	1	1	1
PINK1	0	0	0	0	1	0	0	0	1	1	1
PIP5K1A	0	0	0	0	1	0	0	0	1	1	1
PITRM1	0	0	0	0	0	1	0	0	1	1	1
PKHD1	0	0	0	0	1	0	0	0	1	1	1
PKHD1L1	0	0	0	0	1	0	0	0	1	1	1
PLA2G4C	0	0	0	0	0	1	0	0	1	1	1
PLAU	1	0	0	0	0	0	0	0	1	1	1
PLCE1	0	0	0	0	1	0	0	0	1	1	1
PLEKHA6	0	0	0	0	1	0	0	0	1	1	1
PLEKHG5	0	0	1	0	0	0	0	0	1	1	1
PLOD1	0	0	0	0	1	0	0	0	1	1	1
PLPP4	0	0	0	0	1	0	0	0	1	1	1
PLRG1	0	0	0	0	1	0	0	0	1	1	1
PLXDC2	0	0	0	0	1	0	0	0	1	1	1
PLXNA3	1	0	0	0	0	0	0	0	1	1	1
PNKP	0	0	0	0	1	0	0	0	1	1	1
PNPLA2	0	1	0	0	0	0	0	0	1	1	1
POLD3	0	1	0	0	0	0	0	0	1	1	1
POLG	0	0	0	0	1	0	0	0	1	1	1
POM121	0	0	0	1	0	0	0	0	1	1	1
POTEB	1	0	0	0	0	0	0	0	1	1	1
POTEC	0	0	0	0	1	0	0	0	1	1	1
POTEF	0	0	0	0	1	0	0	0	1	1	1
POTEH	0	0	0	0	1	0	0	0	1	1	1
POU1F1	0	0	0	0	1	0	0	0	1	1	1
PPP4R4	1	0	0	0	0	0	0	0	1	1	1
PPP6R1	0	0	0	0	0	0	0	1	1	1	1
PRAMEF1	1	0	0	0	0	0	0	0	1	1	1
PRAMEF2	0	0	0	0	1	0	0	0	1	1	1
PRDM2	0	0	0	0	1	0	0	0	1	1	1
PRDM8	1	0	0	0	0	0	0	0	1	1	1
PREPL	0	0	0	0	1	0	0	0	1	1	1
PRH2	0	0	0	0	1	0	0	0	1	1	1
PRKAR1A	0	0	0	0	1	0	0	0	1	1	1
PRLHR	0	0	0	0	1	0	0	0	1	1	1
PRLR	0	0	0	0	1	0	0	0	1	1	1
PRM3	0	0	0	0	1	0	0	0	1	1	1
PRMT1	1	0	0	0	0	0	0	0	1	1	1
PROSER1	0	0	0	0	1	0	0	0	1	1	1
PROSER2	1	0	0	0	0	0	0	0	1	1	1
PRPF38A	0	0	0	0	1	0	0	0	1	1	1
PRR29	0	0	1	0	0	0	0	0	1	1	1
PRR34	1	0	0	0	0	0	0	0	1	1	1
PRRC2C	0	0	1	0	0	0	0	0	1	1	1
PRSS3	1	0	0	0	0	0	0	0	1	1	1
PSG6	0	0	0	0	1	0	0	0	1	1	1
PSMC2	0	0	0	0	1	0	0	0	1	1	1
PSMD1	0	0	0	0	1	0	0	0	1	1	1
PSTPIP2	0	0	0	0	0	1	0	0	1	1	1
PTCHD4	0	0	0	0	0	1	0	0	1	1	1
PTDSS1	0	0	0	0	0	1	0	0	1	1	1
PTK2	0	0	0	0	1	0	0	0	1	1	1
PTK7	0	0	0	0	1	0	0	0	1	1	1
PTOV1	0	0	0	0	1	0	0	0	1	1	1
PTPRM	0	0	0	0	1	0	0	0	1	1	1
PWP1	0	0	0	0	1	0	0	0	1	1	1
PXDN	0	0	0	0	0	1	0	0	1	1	1
QSER1	0	0	0	0	1	0	0	0	1	1	1
R3HDM4	0	0	0	0	1	0	0	0	1	1	1
RAB2B	0	0	0	0	1	0	0	0	1	1	1
RAB34	0	0	0	0	1	0	0	0	1	1	1
RAB4B	0	0	0	0	0	1	0	0	1	1	1
RABL6	0	0	1	0	0	0	0	0	1	1	1
RALGAPA1	0	0	0	0	1	0	0	0	1	1	1
RALGAPB	0	0	0	0	0	1	0	0	1	1	1
RANBP10	0	0	1	0	0	0	0	0	1	1	1
RAPGEFL1	0	0	0	0	1	0	0	0	1	1	1
RASGEF1B	0	1	0	0	0	0	0	0	1	1	1
RBBP8	0	1	0	0	0	0	0	0	1	1	1
RBFOX3	0	0	0	0	1	0	0	0	1	1	1
RBM15	0	0	0	0	0	0	0	1	1	1	1
RBM39	0	0	0	0	1	0	0	0	1	1	1
RBM45	1	0	0	0	0	0	0	0	1	1	1
RECQL	0	0	0	0	1	0	0	0	1	1	1
REN	0	0	0	0	1	0	0	0	1	1	1
REXO1	0	0	0	0	1	0	0	0	1	1	1
REXO5	1	0	0	0	0	0	0	0	1	1	1
RFPL1	0	0	0	0	1	0	0	0	1	1	1
RHD	0	0	0	0	1	0	0	0	1	1	1
RHOBTB2	0	0	1	0	0	0	0	0	1	1	1
RIMBP3	1	0	0	0	0	0	0	0	1	1	1
RIMS4	0	0	0	0	1	0	0	0	1	1	1
RNF20	0	0	0	0	1	0	0	0	1	1	1
RNF213	0	0	0	0	1	0	0	0	1	1	1
ROBO4	0	0	0	0	1	0	0	0	1	1	1
ROM1	0	1	0	0	0	0	0	0	1	1	1
RP1L1	0	0	0	0	0	1	0	0	1	1	1
RPL10L	0	0	0	0	0	1	0	0	1	1	1
RPL17	0	0	1	0	0	0	0	0	1	1	1
RPL9	1	0	0	0	0	0	0	0	1	1	1
RPS3A	1	0	0	0	0	0	0	0	1	1	1
RPTN	0	0	1	0	0	0	0	0	1	1	1
RRM1	1	0	0	0	0	0	0	0	1	1	1
RRN3	1	0	0	0	0	0	0	0	1	1	1
RRP12	0	0	1	0	0	0	0	0	1	1	1
RTN2	1	0	0	0	0	0	0	0	1	1	1
RTTN	0	0	1	0	0	0	0	0	1	1	1
RYR2	0	1	0	0	0	0	0	0	1	1	1
SAFB2	1	0	0	0	0	0	0	0	1	1	1
SAMD9L	0	0	0	0	1	0	0	0	1	1	1
