	Hugo_Symbol	Frame_Shift_Del	Frame_Shift_Ins	In_Frame_Del	In_Frame_Ins	Missense_Mutation	Nonsense_Mutation	Nonstop_Mutation	Splice_Site	total	MutatedSamples	AlteredSamples
459	MIA2	0	0	0	0	0	1	0	0	1	1	1
460	MIF4GD	0	0	1	0	0	0	0	0	1	1	1
461	MIS18BP1	1	0	0	0	0	0	0	0	1	1	1
462	MISP	0	0	0	0	1	0	0	0	1	1	1
463	MKI67	0	0	0	0	1	0	0	0	1	1	1
464	MKL2	0	0	0	0	1	0	0	0	1	1	1
465	MKNK2	0	0	0	0	1	0	0	0	1	1	1
466	MLLT6	0	0	0	0	1	0	0	0	1	1	1
467	MRC2	0	0	1	0	0	0	0	0	1	1	1
468	MRPS5	1	0	0	0	0	0	0	0	1	1	1
469	MSTN	0	0	0	0	1	0	0	0	1	1	1
470	MSX1	0	0	0	0	1	0	0	0	1	1	1
471	MT1HL1	0	0	0	0	1	0	0	0	1	1	1
472	MTA1	0	0	0	0	0	1	0	0	1	1	1
473	MTHFSD	0	0	0	0	1	0	0	0	1	1	1
474	MUC12	0	0	0	0	1	0	0	0	1	1	1
475	MUC16	0	0	0	0	0	0	0	1	1	1	1
476	MUC20	0	0	0	0	1	0	0	0	1	1	1
477	MUC5B	1	0	0	0	0	0	0	0	1	1	1
478	MYH1	0	0	0	0	1	0	0	0	1	1	1
479	MYH13	0	0	0	0	1	0	0	0	1	1	1
480	MYH14	0	0	0	0	1	0	0	0	1	1	1
481	MYH6	0	0	0	0	1	0	0	0	1	1	1
482	MYO15A	0	0	0	0	0	0	0	1	1	1	1
483	MYO18B	0	0	0	0	0	1	0	0	1	1	1
484	NAA15	0	0	0	0	1	0	0	0	1	1	1
485	NAA25	0	0	0	0	1	0	0	0	1	1	1
486	NABP2	0	0	0	0	1	0	0	0	1	1	1
487	NAV3	0	0	0	0	0	1	0	0	1	1	1
488	NBPF14	0	0	0	0	1	0	0	0	1	1	1
489	NBPF26	0	0	0	0	1	0	0	0	1	1	1
490	NBPF3	0	0	0	0	1	0	0	0	1	1	1
491	NCK2	0	0	0	0	1	0	0	0	1	1	1
492	NCL	0	0	0	0	1	0	0	0	1	1	1
493	NCOA3	0	0	0	0	1	0	0	0	1	1	1
494	NCOA7	0	0	0	0	1	0	0	0	1	1	1
495	NCOR1	0	0	0	0	1	0	0	0	1	1	1
496	NCOR2	1	0	0	0	0	0	0	0	1	1	1
497	NF1	0	0	0	0	0	1	0	0	1	1	1
498	NFE2L1	1	0	0	0	0	0	0	0	1	1	1
499	NFKBIZ	0	0	0	0	0	0	0	1	1	1	1
500	NGEF	0	0	0	0	1	0	0	0	1	1	1
501	NIPBL	1	0	0	0	0	0	0	0	1	1	1
502	NKX1-2	0	0	0	0	1	0	0	0	1	1	1
503	NKX2-1	0	0	0	0	1	0	0	0	1	1	1
504	NKX3-2	0	0	0	0	1	0	0	0	1	1	1
505	NLGN3	1	0	0	0	0	0	0	0	1	1	1
506	NLRC5	0	0	0	0	1	0	0	0	1	1	1
507	NLRP11	0	0	0	0	1	0	0	0	1	1	1
508	NLRP5	0	0	0	0	1	0	0	0	1	1	1
509	NME3	0	0	0	0	1	0	0	0	1	1	1
510	NOP56	0	0	0	0	1	0	0	0	1	1	1
511	NPAP1	0	0	0	0	1	0	0	0	1	1	1
512	NPAS3	0	0	0	0	1	0	0	0	1	1	1
513	NPEPPS	0	0	0	0	1	0	0	0	1	1	1
514	NPIPB6	0	0	0	0	1	0	0	0	1	1	1
515	NPSR1	0	0	0	0	1	0	0	0	1	1	1
516	NR2F1	0	0	0	0	1	0	0	0	1	1	1
517	NR4A2	0	0	0	0	0	1	0	0	1	1	1
518	NREP	0	0	0	0	1	0	0	0	1	1	1
519	NT5C3A	0	0	0	0	1	0	0	0	1	1	1
520	NTF3	0	0	0	0	1	0	0	0	1	1	1
521	NUTM2B	0	0	0	0	1	0	0	0	1	1	1
522	OR10H1	0	0	0	0	1	0	0	0	1	1	1
523	OR10T2	0	0	0	0	1	0	0	0	1	1	1
524	OR11H12	0	0	0	0	1	0	0	0	1	1	1
525	OR2L8	0	0	0	0	1	0	0	0	1	1	1
526	OR2T33	0	0	0	0	1	0	0	0	1	1	1
527	OR52D1	0	0	0	0	1	0	0	0	1	1	1
528	OR5D18	0	0	0	0	1	0	0	0	1	1	1
529	OR7A10	0	0	0	0	1	0	0	0	1	1	1
530	OR8G2P	0	0	0	0	1	0	0	0	1	1	1
531	OS9	0	0	0	0	1	0	0	0	1	1	1
532	OSBPL8	1	0	0	0	0	0	0	0	1	1	1
533	OTOG	0	0	0	0	1	0	0	0	1	1	1
534	P3H2	0	0	0	0	1	0	0	0	1	1	1
535	PABPC1	0	0	0	0	0	0	0	1	1	1	1
536	PALB2	0	0	0	0	1	0	0	0	1	1	1
537	PAPOLA	0	0	0	0	1	0	0	0	1	1	1
538	PARD3B	1	0	0	0	0	0	0	0	1	1	1
539	PARP8	0	0	0	0	1	0	0	0	1	1	1
540	PARP9	0	0	0	0	1	0	0	0	1	1	1
541	PCDHA1	0	0	0	0	1	0	0	0	1	1	1
542	PCDHA10	0	0	0	0	1	0	0	0	1	1	1
543	PCDHA3	0	0	0	0	1	0	0	0	1	1	1
544	PCDHA5	0	0	0	0	1	0	0	0	1	1	1
545	PCDHB12	0	0	0	0	1	0	0	0	1	1	1
546	PCDHB5	0	0	0	0	1	0	0	0	1	1	1
547	PCDHB7	0	0	0	0	1	0	0	0	1	1	1
548	PCNX1	0	0	0	0	1	0	0	0	1	1	1
549	PDGFRA	0	0	0	0	1	0	0	0	1	1	1
550	PDZD3	1	0	0	0	0	0	0	0	1	1	1
551	PDZD7	0	0	0	0	1	0	0	0	1	1	1
552	PER1	0	0	0	0	1	0	0	0	1	1	1
553	PER3	0	0	0	0	1	0	0	0	1	1	1
554	PEX5L	0	0	0	0	1	0	0	0	1	1	1
555	PGM5	0	0	0	0	1	0	0	0	1	1	1
556	PIK3R5	0	0	0	0	1	0	0	0	1	1	1
557	PINK1	0	0	0	0	1	0	0	0	1	1	1
558	PIP5K1A	0	0	0	0	1	0	0	0	1	1	1
559	PKHD1	0	0	0	0	1	0	0	0	1	1	1
560	PLA2G4C	0	0	0	0	0	1	0	0	1	1	1
561	PLAU	1	0	0	0	0	0	0	0	1	1	1
562	PLEKHA6	0	0	0	0	1	0	0	0	1	1	1
563	PLIN4	0	0	0	0	1	0	0	0	1	1	1
564	PLOD1	0	0	0	0	1	0	0	0	1	1	1
565	PLPP4	0	0	0	0	1	0	0	0	1	1	1
566	PLXDC2	0	0	0	0	1	0	0	0	1	1	1
567	PLXNA3	1	0	0	0	0	0	0	0	1	1	1
568	PMS2	0	0	0	0	1	0	0	0	1	1	1
569	PNKP	0	0	0	0	1	0	0	0	1	1	1
570	PNPLA2	0	1	0	0	0	0	0	0	1	1	1
571	PNPLA5	0	0	0	0	0	1	0	0	1	1	1
572	POLD1	0	0	0	0	1	0	0	0	1	1	1
573	POLD3	0	1	0	0	0	0	0	0	1	1	1
574	POTEC	0	0	0	0	1	0	0	0	1	1	1
575	POTEE	0	0	0	0	1	0	0	0	1	1	1
576	POTEH	0	0	0	0	1	0	0	0	1	1	1
577	POU1F1	0	0	0	0	1	0	0	0	1	1	1
578	PPEF2	0	0	0	0	1	0	0	0	1	1	1
579	PPP6R1	0	0	0	0	0	0	0	1	1	1	1
580	PRAMEF2	0	0	0	0	1	0	0	0	1	1	1
581	PRB4	0	0	0	0	1	0	0	0	1	1	1
582	PRDM15	0	0	0	0	1	0	0	0	1	1	1
583	PRDM2	0	0	0	0	1	0	0	0	1	1	1
584	PRDM8	1	0	0	0	0	0	0	0	1	1	1
585	PREPL	0	0	0	0	1	0	0	0	1	1	1
586	PRKAR1A	0	0	0	0	1	0	0	0	1	1	1
587	PRLR	0	0	0	0	1	0	0	0	1	1	1
588	PRM3	0	0	0	0	1	0	0	0	1	1	1
589	PROM2	0	0	0	0	1	0	0	0	1	1	1
590	PROSER1	0	0	0	0	1	0	0	0	1	1	1
591	PROSER2	1	0	0	0	0	0	0	0	1	1	1
592	PRPF38A	0	0	0	0	1	0	0	0	1	1	1
593	PRR29	0	0	1	0	0	0	0	0	1	1	1
594	PRRC2C	0	0	1	0	0	0	0	0	1	1	1
595	PRRT2	1	0	0	0	0	0	0	0	1	1	1
596	PRSS3	1	0	0	0	0	0	0	0	1	1	1
597	PRUNE2	0	0	0	0	0	1	0	0	1	1	1
598	PSG6	0	0	0	0	1	0	0	0	1	1	1
599	PSTPIP2	0	0	0	0	0	1	0	0	1	1	1
600	PTDSS1	0	0	0	0	0	1	0	0	1	1	1
601	PTOV1	0	0	0	0	1	0	0	0	1	1	1
602	PTPRM	0	0	0	0	1	0	0	0	1	1	1
603	PTPRO	0	0	0	0	1	0	0	0	1	1	1
604	PWP1	0	0	0	0	1	0	0	0	1	1	1
605	PXDN	0	0	0	0	0	1	0	0	1	1	1
606	PXDNL	0	0	0	0	1	0	0	0	1	1	1
607	PXK	0	0	0	0	1	0	0	0	1	1	1
608	R3HDM4	0	0	0	0	1	0	0	0	1	1	1
609	RAB2B	0	0	0	0	1	0	0	0	1	1	1
610	RAB34	0	0	0	0	1	0	0	0	1	1	1
611	RAB37	0	0	0	0	1	0	0	0	1	1	1
612	RABL6	0	0	1	0	0	0	0	0	1	1	1
613	RADIL	0	0	0	0	1	0	0	0	1	1	1
614	RAI1	0	0	0	0	1	0	0	0	1	1	1
615	RALGAPA1	0	0	0	0	1	0	0	0	1	1	1
616	RALGAPB	0	0	0	0	0	1	0	0	1	1	1
617	RANBP10	0	0	1	0	0	0	0	0	1	1	1
618	RANBP2	0	0	0	0	1	0	0	0	1	1	1
619	RAPH1	0	0	0	0	1	0	0	0	1	1	1
620	RASA1	0	0	0	0	1	0	0	0	1	1	1
621	RASGEF1B	0	1	0	0	0	0	0	0	1	1	1
622	RBM39	0	0	0	0	1	0	0	0	1	1	1
623	RBM45	1	0	0	0	0	0	0	0	1	1	1
624	RBMX	0	0	0	0	1	0	0	0	1	1	1
625	RBMXL1	0	0	0	0	1	0	0	0	1	1	1
626	RECQL	0	0	0	0	1	0	0	0	1	1	1
627	RELN	0	0	0	0	1	0	0	0	1	1	1
628	REN	0	0	0	0	1	0	0	0	1	1	1
629	RERE	0	0	0	0	1	0	0	0	1	1	1
630	REXO1	0	0	0	0	1	0	0	0	1	1	1
631	REXO5	1	0	0	0	0	0	0	0	1	1	1
632	RFPL1	0	0	0	0	1	0	0	0	1	1	1
633	RFPL3	0	0	0	0	1	0	0	0	1	1	1
634	RHD	0	0	0	0	1	0	0	0	1	1	1
635	RHOBTB2	0	0	1	0	0	0	0	0	1	1	1
636	RHPN1	0	0	0	0	1	0	0	0	1	1	1
637	RIMBP3	1	0	0	0	0	0	0	0	1	1	1
638	RNF145	0	0	0	0	1	0	0	0	1	1	1
639	RNF20	0	0	0	0	1	0	0	0	1	1	1
640	ROBO4	0	0	0	0	1	0	0	0	1	1	1
641	ROM1	0	1	0	0	0	0	0	0	1	1	1
642	RP1L1	0	0	0	0	0	1	0	0	1	1	1
643	RPL10L	0	0	0	0	0	1	0	0	1	1	1
644	RPL17	0	0	1	0	0	0	0	0	1	1	1
645	RPS27L	0	0	0	0	1	0	0	0	1	1	1
646	RPS3A	1	0	0	0	0	0	0	0	1	1	1
647	RPS6KL1	0	0	0	0	1	0	0	0	1	1	1
648	RPTN	0	0	1	0	0	0	0	0	1	1	1
649	RTTN	0	0	1	0	0	0	0	0	1	1	1
650	RYR2	0	1	0	0	0	0	0	0	1	1	1
651	SAA1	0	0	0	0	1	0	0	0	1	1	1
652	SAR1B	0	0	0	0	1	0	0	0	1	1	1
653	SCAF1	0	0	1	0	0	0	0	0	1	1	1
654	SCAF11	1	0	0	0	0	0	0	0	1	1	1
655	SCAF4	0	0	0	0	0	1	0	0	1	1	1
656	SCIMP	1	0	0	0	0	0	0	0	1	1	1
657	SCIN	0	0	0	0	1	0	0	0	1	1	1
658	SCOC	0	0	0	0	1	0	0	0	1	1	1
659	SDC4	0	0	0	0	1	0	0	0	1	1	1
660	SDF4	0	0	0	0	1	0	0	0	1	1	1
661	SDK1	1	0	0	0	0	0	0	0	1	1	1
662	SEC14L5	0	0	0	0	1	0	0	0	1	1	1
663	SEL1L2	0	0	0	0	1	0	0	0	1	1	1
664	SEMA3G	0	0	0	0	1	0	0	0	1	1	1
665	SEMA4F	1	0	0	0	0	0	0	0	1	1	1
666	SERPINB6	0	0	0	0	1	0	0	0	1	1	1
667	SETD1A	0	0	0	0	1	0	0	0	1	1	1
668	SETD6	0	0	0	0	1	0	0	0	1	1	1
669	SFT2D2	0	0	0	0	0	1	0	0	1	1	1
670	SGIP1	0	0	1	0	0	0	0	0	1	1	1
671	SH2B1	0	0	0	0	1	0	0	0	1	1	1
672	SH2D3C	0	0	0	0	1	0	0	0	1	1	1
673	SIPA1L1	0	0	0	0	1	0	0	0	1	1	1
674	SKIDA1	1	0	0	0	0	0	0	0	1	1	1
675	SLC25A2	1	0	0	0	0	0	0	0	1	1	1
676	SLC2A2	0	0	1	0	0	0	0	0	1	1	1
677	SLC2A7	0	0	0	0	1	0	0	0	1	1	1
678	SLC35F5	1	0	0	0	0	0	0	0	1	1	1
679	SLC38A10	1	0	0	0	0	0	0	0	1	1	1
680	SLC38A5	0	0	0	0	1	0	0	0	1	1	1
681	SLC44A1	0	0	0	0	1	0	0	0	1	1	1
682	SLC5A10	0	0	0	0	1	0	0	0	1	1	1
683	SLC5A3	1	0	0	0	0	0	0	0	1	1	1
684	SLC5A4	0	0	0	0	1	0	0	0	1	1	1
685	SLCO2B1	0	0	0	0	1	0	0	0	1	1	1
686	SMAD4	0	0	0	0	1	0	0	0	1	1	1
687	SMARCA1	0	0	0	0	1	0	0	0	1	1	1
688	SMARCA5	0	0	0	0	1	0	0	0	1	1	1
689	SMG1	0	0	0	0	1	0	0	0	1	1	1
690	SNED1	0	0	0	0	1	0	0	0	1	1	1
691	SNX2	0	0	0	0	1	0	0	0	1	1	1
692	SNX7	0	0	0	0	1	0	0	0	1	1	1
693	SPAG1	0	0	0	0	1	0	0	0	1	1	1
694	SPAG8	1	0	0	0	0	0	0	0	1	1	1
695	SPATA1	0	0	0	0	1	0	0	0	1	1	1
696	SPATA31C2	0	0	0	0	1	0	0	0	1	1	1
697	SPEN	0	0	0	0	1	0	0	0	1	1	1
698	SPG11	0	0	0	0	1	0	0	0	1	1	1
699	SPG7	0	0	0	0	1	0	0	0	1	1	1
700	SPINK5	0	0	0	0	1	0	0	0	1	1	1
701	SPTBN4	0	0	0	0	1	0	0	0	1	1	1
702	SPTLC1	0	0	0	0	1	0	0	0	1	1	1
703	SREBF2	0	0	0	0	1	0	0	0	1	1	1
704	SRPK3	1	0	0	0	0	0	0	0	1	1	1
705	SRSF1	1	0	0	0	0	0	0	0	1	1	1
706	SSC5D	0	0	1	0	0	0	0	0	1	1	1
707	SSH2	1	0	0	0	0	0	0	0	1	1	1
708	SSPO	0	0	0	0	1	0	0	0	1	1	1
709	STAC3	0	0	0	0	1	0	0	0	1	1	1
710	STAT5A	0	0	0	0	1	0	0	0	1	1	1
711	STX1B	0	0	0	0	1	0	0	0	1	1	1
712	STYX	0	0	0	0	1	0	0	0	1	1	1
713	SUN1	0	0	0	0	1	0	0	0	1	1	1
714	SUPT7L	0	0	1	0	0	0	0	0	1	1	1
715	SYCP1	1	0	0	0	0	0	0	0	1	1	1
716	SYNCRIP	0	0	0	0	1	0	0	0	1	1	1
717	SYNDIG1L	0	0	0	0	1	0	0	0	1	1	1
718	SYNJ2	1	0	0	0	0	0	0	0	1	1	1
719	SYNRG	1	0	0	0	0	0	0	0	1	1	1
720	TACR2	1	0	0	0	0	0	0	0	1	1	1
721	TAF1	0	0	0	0	1	0	0	0	1	1	1
722	TAF1C	0	0	0	0	0	1	0	0	1	1	1
723	TBC1D2B	0	0	0	0	0	1	0	0	1	1	1
724	TBCD	0	0	0	0	1	0	0	0	1	1	1
725	TBR1	0	0	0	0	1	0	0	0	1	1	1
726	TCF3	0	0	0	0	1	0	0	0	1	1	1
727	TDGF1	0	0	0	0	1	0	0	0	1	1	1
728	TELO2	1	0	0	0	0	0	0	0	1	1	1
729	TERB1	0	0	0	0	1	0	0	0	1	1	1
730	TEX2	0	0	0	0	1	0	0	0	1	1	1
731	TFAP2A	0	0	0	0	1	0	0	0	1	1	1
732	THAP7	0	0	0	0	1	0	0	0	1	1	1
733	THBS4	0	0	0	0	1	0	0	0	1	1	1
734	THRAP3	0	0	1	0	0	0	0	0	1	1	1
735	THSD7A	0	0	0	0	1	0	0	0	1	1	1
736	THUMPD2	1	0	0	0	0	0	0	0	1	1	1
737	TIMM44	1	0	0	0	0	0	0	0	1	1	1
738	TIMM50	0	0	0	0	1	0	0	0	1	1	1
739	TJP1	0	0	0	0	1	0	0	0	1	1	1
740	TLE4	0	0	0	0	1	0	0	0	1	1	1
741	TLN2	1	0	0	0	0	0	0	0	1	1	1
742	TM7SF2	0	0	0	0	1	0	0	0	1	1	1
743	TM9SF4	0	0	0	0	1	0	0	0	1	1	1
744	TMCC3	0	0	0	0	1	0	0	0	1	1	1
745	TMEFF2	0	0	0	0	0	1	0	0	1	1	1
746	TMEM126B	0	0	0	0	1	0	0	0	1	1	1
747	TMEM131	0	0	1	0	0	0	0	0	1	1	1
748	TMEM132C	0	0	0	0	1	0	0	0	1	1	1
749	TMEM139	0	0	0	0	1	0	0	0	1	1	1
750	TMEM184B	0	0	0	0	1	0	0	0	1	1	1
751	TMEM185B	0	0	0	0	1	0	0	0	1	1	1
752	TMEM199	0	0	0	0	1	0	0	0	1	1	1
753	TMIGD2	0	0	0	0	1	0	0	0	1	1	1
754	TMX3	0	0	0	0	0	1	0	0	1	1	1
755	TNFRSF11A	0	0	0	0	0	1	0	0	1	1	1
756	TNKS1BP1	0	0	0	0	1	0	0	0	1	1	1
757	TNN	1	0	0	0	0	0	0	0	1	1	1
758	TNRC18	0	0	0	0	1	0	0	0	1	1	1
759	TOM1	0	0	0	0	1	0	0	0	1	1	1
760	TOP1MT	0	0	0	0	1	0	0	0	1	1	1
761	TP53	0	0	0	0	0	1	0	0	1	1	1
762	TP53TG3D	0	0	0	0	1	0	0	0	1	1	1
763	TPH1	0	0	0	0	1	0	0	0	1	1	1
764	TPO	0	0	0	0	0	1	0	0	1	1	1
765	TRAPPC8	0	0	0	0	0	1	0	0	1	1	1
766	TRDN	0	0	0	0	1	0	0	0	1	1	1
767	TRIM29	0	0	0	0	1	0	0	0	1	1	1
768	TRPC4	0	0	0	0	1	0	0	0	1	1	1
769	TSC1	0	0	0	0	1	0	0	0	1	1	1
770	TSPAN32	0	0	0	0	1	0	0	0	1	1	1
771	TTC14	0	0	0	0	0	0	0	1	1	1	1
772	TTC24	0	0	0	0	1	0	0	0	1	1	1
773	TTC3	0	0	0	0	1	0	0	0	1	1	1
774	TTLL3	0	0	0	0	1	0	0	0	1	1	1
775	TTLL5	1	0	0	0	0	0	0	0	1	1	1
776	TTN	0	0	0	0	1	0	0	0	1	1	1
777	TULP2	0	0	0	0	1	0	0	0	1	1	1
778	TYMSOS	0	0	0	0	1	0	0	0	1	1	1
779	UBASH3A	0	0	0	0	1	0	0	0	1	1	1
780	UBE2O	1	0	0	0	0	0	0	0	1	1	1
781	UBR4	0	0	0	0	1	0	0	0	1	1	1
782	UGT1A1	0	0	0	0	1	0	0	0	1	1	1
783	UGT1A8	1	0	0	0	0	0	0	0	1	1	1
784	UNC93A	0	0	0	0	1	0	0	0	1	1	1
785	USH1C	0	0	0	0	1	0	0	0	1	1	1
786	USP25	0	0	0	0	1	0	0	0	1	1	1
787	USP40	0	1	0	0	0	0	0	0	1	1	1
788	UTRN	0	0	0	0	1	0	0	0	1	1	1
789	VASP	0	0	0	0	1	0	0	0	1	1	1
790	VILL	0	0	0	0	0	0	0	1	1	1	1
791	VPS29	0	0	1	0	0	0	0	0	1	1	1
792	VPS36	0	0	0	0	1	0	0	0	1	1	1
793	VRK2	0	0	1	0	0	0	0	0	1	1	1
794	VSIG2	0	0	0	0	1	0	0	0	1	1	1
795	WASF2	0	0	1	0	0	0	0	0	1	1	1
796	WBP11	1	0	0	0	0	0	0	0	1	1	1
797	WDR59	0	0	0	0	1	0	0	0	1	1	1
798	WDR87	0	0	1	0	0	0	0	0	1	1	1
799	WIPF3	0	0	0	0	1	0	0	0	1	1	1
800	XAB2	1	0	0	0	0	0	0	0	1	1	1
801	XPOT	1	0	0	0	0	0	0	0	1	1	1
802	YIPF4	0	0	0	0	0	1	0	0	1	1	1
803	YWHAZ	0	0	0	0	1	0	0	0	1	1	1
804	ZBTB17	0	0	0	0	0	0	0	1	1	1	1
805	ZC3H4	0	0	0	0	1	0	0	0	1	1	1
806	ZDHHC11	0	0	0	0	1	0	0	0	1	1	1
807	ZDHHC14	0	0	0	0	1	0	0	0	1	1	1
808	ZFHX3	0	0	0	0	1	0	0	0	1	1	1
809	ZFYVE1	0	0	1	0	0	0	0	0	1	1	1
810	ZFYVE26	0	0	0	0	0	0	0	1	1	1	1
811	ZKSCAN7	0	0	1	0	0	0	0	0	1	1	1
812	ZMYM5	0	0	0	0	1	0	0	0	1	1	1
813	ZNF141	0	0	0	0	1	0	0	0	1	1	1
814	ZNF184	0	0	0	0	1	0	0	0	1	1	1
815	ZNF417	0	0	0	0	1	0	0	0	1	1	1
816	ZNF469	0	0	0	0	1	0	0	0	1	1	1
817	ZNF480	0	0	0	0	0	1	0	0	1	1	1
818	ZNF491	0	0	0	0	1	0	0	0	1	1	1
819	ZNF530	0	0	0	0	1	0	0	0	1	1	1
820	ZNF560	0	0	0	0	1	0	0	0	1	1	1
821	ZNF570	0	0	0	0	1	0	0	0	1	1	1
822	ZNF578	0	0	0	0	1	0	0	0	1	1	1
823	ZNF598	0	0	1	0	0	0	0	0	1	1	1
824	ZNF608	0	0	1	0	0	0	0	0	1	1	1
825	ZNF638	0	0	0	0	1	0	0	0	1	1	1
826	ZNF672	0	0	0	0	1	0	0	0	1	1	1
827	ZNF679	0	0	0	0	0	1	0	0	1	1	1
828	ZNF718	0	0	0	0	0	0	0	1	1	1	1
829	ZNF765	0	0	0	0	1	0	0	0	1	1	1
830	ZNF804B	0	0	0	0	1	0	0	0	1	1	1
831	ZNF821	0	0	0	0	1	0	0	0	1	1	1
832	ZNF831	0	1	0	0	0	0	0	0	1	1	1
833	ZNF850	0	0	0	0	1	0	0	0	1	1	1
834	ZP3	0	0	0	0	1	0	0	0	1	1	1
835	ZP4	0	0	0	0	1	0	0	0	1	1	1
836	ZSWIM2	0	0	0	0	1	0	0	0	1	1	1
837	ZSWIM8	1	0	0	0	0	0	0	0	1	1	1
838	ZXDB	0	0	0	0	1	0	0	0	1	1	1
839	ZYG11A	0	0	0	0	1	0	0	0	1	1	1
